lemma,pos,sense_source,sense_target,semantic_relationship
interpretare,verb,attribuire un significato a q.c.; attribuire un certo significato a q.c.,"intuire, dare un significato ai sentimenti, ai pensieri o le intenzioni di qualcuno",exact
interpretare,verb,decifrare messaggi e sim. in base a determinati criteri e schemi.,spiegare il significato di un testo o di un discorso,exact
interpretare,verb,intendere e spiegare q.c. di difficile o oscuro.,spiegare il significato di un testo o di un discorso,broader
piacere,verb,"riuscire gradito, piacevole o soddisfacente ai sensi e all'intelletto.","andare a genio, corrispondere ai propri gusti, riuscire gradito",exact
piacere,verb,essere o sembrare opportuno o conforme alla volontà o ai desideri di qualcuno.,"andare a genio, corrispondere ai propri gusti, riuscire gradito",narrower
crociata,noun,azione collettiva guidata da ideali religiosi e politici o umanitari.,spedizione militare compiuta nel medioevo dai paesi cristiani per liberare il santo sepolcro dai musulmani,related
crociata,noun,spedizione militare medievale alla conquista della Terra Santa,spedizione militare compiuta nel medioevo dai paesi cristiani per liberare il santo sepolcro dai musulmani,exact
dirigere,verb,mandare q.c. a qc. (di posta o simili).,"rivolgere, indirizzare",narrower
dirigere,verb,essere a capo.,"guidare, essere a capo di un'attività, di un organismo e simili",exact
dirigere,verb,mettere su una via.,"rivolgere, indirizzare",exact
dirigere,verb,esercitare un potere.,"guidare, essere a capo di un'attività, di un organismo e simili",broader
dirigere,verb,"indirizzare verso un luogo o un punto determinato o, in senso astratto, verso un fine, un argomento, un tema, un obiettivo.","rivolgere, indirizzare",exact
dirigere,verb,"ordinare con norme, provvedimenti e sim.","guidare, essere a capo di un'attività, di un organismo e simili",related
cessare,verb,interrompere volontariamente un'attività o un'azione.,"interrompere, sospendere, far terminare",exact
cessare,verb,avere termine.,"aver fine, terminare",exact
aeroporto,noun,luogo nel quale partono ed arrivano aerei,"spazio per l'atterraggio e il  decollo di aerei, con strutture e edifici per il transito dei passeggeri",exact
ufficio,noun,insieme degli impiegati che in un determinato luogo svolgono una attività,il complesso delle persone che lavorano in un ufficio,exact
ufficio,noun,locali in cui si lavora,stanza in cui  un impiegato svolge la sua attività,exact
ufficio,noun,"ufficio alto e nobile, dovere morale ",dovere morale,exact
ufficio,noun,organo burocratico,insieme di funzioni raggruppate,narrower
calibro,noun,"strumento di forme diverse, per misurare lo spessore di lamiere, chiodi, il diametro di fili, tubi, proiettili, fori.","strumento di forme diverse, per misurare lo spessore di lamiere, chiodi, il diametro di fili, ecc.",exact
calibro,noun,diametro di un proiettile o di un tubo,diametro della canna di un'arma da fuoco,exact
calibro,noun,il valore di qualcosa,"valore, qualita', livello",exact
asta,noun,barra di materiale vario.,barra usata per sostenere qualcosa,broader
asta,noun,attrezzo atletico usato per il salto con l'asta,attrezzo usato dall'atleta per effettuare il salto,exact
asta,noun,procedimento di vendita al miglior offerente,vendita pubblica di beni aggiudicati al miglior offerente,exact
asta,noun,tratto di penna verticale delle lettere di una scrittura,linea verticale delle lettere,exact
calma,noun,stato di tranquillità del mare e assenza di vento.,"tranquillita', silenzio, quiete",narrower
calma,noun,"quiete, riposo; stato di quiete, distensione","tranquillita', silenzio, quiete",exact
calma,noun,perfetta padronanza di sé.,stato di tranquillita' psichica e nervosa,narrower
attrezzo,noun,"arnese atto all'esecuzione di determinate operazioni proprie di un'arte, di un mestiere o di una tecnica.",strumento necessario a svolgere una attività,exact
attrezzo,noun,strumento utilizzato nell'esecuzione di un esercizio sportivo.,"nello sport, strumento di vario genere utilizzato per fare ginnastica",exact
fusto,noun,tronco umano,tronco del corpo umano,exact
fusto,noun,parte della colonna compresa tra base e capitello,parte di un oggetto che ha funzione di sostegno,narrower
fusto,noun,parte della pianta tra le radici e le foglie,"parte della pianta che porta le foglie, i fiori e i rami",exact
fusto,noun,oggetto o parte di esso a forma di fusto.,parte di un oggetto che ha funzione di sostegno,broader
fusto,noun,capace recipiente per contenere liquidi.,recipiente cilindrico di legno o di metallo usato per i prodotti liquidi,broader
fusto,noun,giovane di corporatura atletica,giovane prestante,exact
fusto,noun,armatura di mobili imbottiti o simili,parte di un oggetto che ha funzione di sostegno,narrower
primo,noun,unità di misura temporale,"unità di misura del tempo, equivalente a 60 secondi-unità di misura degli angoli equivalente a 1/60 di grado",exact
primo,noun,la persona o cosa che è prima in un ordine.,"chi è primo in una successione, in una classificazione, in una serie",exact
primo,noun,il primo giorno del mese,"il primo giorno di una settimana, di un mese, di un anno-i primi anni di un secolo",narrower
primo,noun,la prima portata di un pranzo dopo gli antipasti,"prima portata di un pasto, consistente in una minestra in brodo o asciutta",exact
decidere,verb,pervenire ad un giudizio conclusivo.,pervenire a un giudizio definitivo; risolvere,exact
decidere,verb,"di una lite, comporla, farla concludere.",pervenire a un giudizio definitivo; risolvere,narrower
decidere,verb,risultare determinante ai fini di q.c.,stabilire; determinare,exact
romanticismo,noun,l'atteggiamento spirituale proprio dei romantici e l'insieme dei caratteri della loro arte,movimento culturale - atteggiamento dei romantici,exact
romanticismo,noun,l'essere sentimentali; l'essere sentimentale,sentimentalismo,exact
pastello,noun,"matita con un impasto solido di colore in polvere e sostanze adesive, in forma di piccolo cilindro, usato per dipingere.",strumento per dipingere; matita colorata,exact
pastello,noun,dipinto a pastello,opera pittorica realizzata con i pastelli,exact
cataclisma,noun,grave sconvolgimento dovuto a cause naturali,catastrofe naturale,exact
cataclisma,noun,"sovvertimento in campo politico, economico, sociale","sconvolgimento, disastro, catastrofe (fig.)",narrower
costa,noun,il lato di una montagna o collina,parte della montagna,exact
costa,noun,la striscia di terra e la regione situata vicino al mare,zona che costituisce il limite tra la terra e il mare,exact
riguardare,verb,guardare di nuovo.,"guardare di nuovo, tornare a guardare",exact
riguardare,verb,guardare con attenzione.,"guardare di nuovo, tornare a guardare",narrower
riguardare,verb,"concernere, riguardare.","concernere, avendo attinenza; coinvolgere",exact
riguardare,verb,"spettare, essere di pertinenza di.","concernere, avendo attinenza; coinvolgere",related
riguardare,verb,essere d'interesse.,"concernere, avendo attinenza; coinvolgere",related
fregare,verb,"passare e ripassare su qualcosa con la mano, con un oggetto o uno strumento.",fregare qualcosa al fine di pulirla o lucidarla,broader
fregare,verb,danneggiare o rubare  con l'astuzia e l' imbroglio.,"imbrogliare, truffare",exact
fregare,verb,"impossessarsi con la violenza, con la forza o con la truffa di beni altrui.",rubare,exact
rafforzare,verb,"rendere più forte, più saldo.",rendere piu' forte,exact
rafforzare,verb,"ridare vigore, rimettere in forze un organismo affaticato o debilitato.",fortificarsi (fig.),related
rafforzare,verb,"rendere fermo, rinsaldare.",rendere piu' forte,exact
saltare,verb,saltare per aria.,esplodere; schizzar via improvvisamente,exact
saltare,verb,staccarsi di slancio da terra rimanendo per qualche istante sospeso in aria.,sollevarsi di slancio da terra rimanendo per un attimo con entrambi i piedi privi di appoggio e ricadendo poi sul punto di partenza o poco più lontano,exact
saltare,verb,"spostarsi con un balzo in avanti, lateralmente, dall'alto in basso.",spostarsi con un balzo da un posto ad un altro,exact
saltare,verb,oltrepassare con un balzo.,"oltrepassare, superare",exact
saltare,verb,tralasciare q.c.,"omettere, tralasciare",exact
saltare,verb,"cuocere in tegame nell'olio, a fiamma viva.",cuocere su fiamma viva,narrower
esplodere,verb,detto degli esplosivi.,sparare; produrre un'esplosione,related
esplodere,verb,saltare per aria.,scoppiare producendo un rumore intenso,related
esplodere,verb,manifestarsi con forza detto spec. dei sentimenti.,manifestare improvvisamente i propri sentimenti,narrower
esplodere,verb,"manifestarsi in modo improvviso e con forza, detto di eventi.",manifestarsi all' improvviso e intensamente,narrower
esplodere,verb,azionare un'arma da fuoco facendo partire un colpo.,sparare; produrre un'esplosione,exact
accompagnare,verb,andare con qlcu. in un luogo scortandolo o mostrandogli la strada.,andare insieme con qualcuno; scortare,exact
accompagnare,verb,"andare insieme (per amicizia, cortesia o rispetto).",andare insieme con qualcuno; scortare,narrower
accompagnare,verb,suonare o cantare come sostegno al suono o canto di altri.,suonare o cantare come sostegno al suono o al canto altrui,exact
penetrare,verb,"addentrarsi, introdursi.",spingersi dentro,exact
penetrare,verb,"andare dentro (fig.), cominciare a capire o conoscere un argomento, una disciplina, ecc.",spingersi dentro,related
penetrare,verb,entrare (fig.).,spingersi dentro,related
penetrare,verb,passare attraverso.,spingersi dentro,related
riflettere,verb,"considerare attentamente, usare la ragione per indagare o riflettere su un problema teorico o per formulare un giudizio.",applicarsi con la mente; considerare con attenzione,exact
riflettere,verb,riprodurre l'immagine.,rimandare le immagini per riflessione,exact
riflettere,verb,"riprodurre per riflessione onde, raggi luminosi, ecc.",riverberarsi,exact
riflettere,verb,manifestare esteriormente.,riverberarsi,related
tenuta,noun,abito da cerimonia ufficiale.,divisa,exact
tenuta,noun,vasta proprietà terriera,vasto possedimento fondiario,exact
conoscere,verb,"essere in grado di ragionare, controllando le proprie facoltà sensoriali ed intellettuali.",avere coscienza del modo di essere e del carattere di qualcuno o di se stessi,related
conoscere,verb,"possedere conoscenze e nozioni acquisite mediante lo studio, l'insegnamento, l'informazione, ecc.",sapere; aver acquisito una serie di nozioni attraverso l'apprendimento e l'esperienza,narrower
conoscere,verb,"possedere conoscenze derivate dall'esperienza, dalla pratica, ecc.",sapere; aver acquisito una serie di nozioni attraverso l'apprendimento e l'esperienza,narrower
conoscere,verb,"avere rapporti di familiarità o di amicizia con qualcuno, o averne in mente la fisionomia, il nome, il carattere ecc.",avere coscienza del modo di essere e del carattere di qualcuno o di se stessi,broader
conoscere,verb,cominciare ad intrattenere con qualcuno rapporti di familiarità o di amicizia e sim.,fare o aver fatto la conoscenza di qlcu,exact
servire,verb,essere necessario o conveniente o utile o comodo.,essere necessario,exact
servire,verb,essere utile.,essere utile per raggiungere un determinato scopo,exact
servire,verb,soddisfare le richieste dei clienti (detto di negozi o di pubblici esercizi).,fornire qualcuno o qualche ente dei servizi che gli sono necessari,narrower
servire,verb,essere a servizio di q.c.,"lavorare alle dipendenze altrui, detto di domestici; detto di negozianti, fornire ciò che occorre al cliente",related
maturare,verb,"detto di vegetale, diventar maturo.",diventare maturo,narrower
maturare,verb,"detto di persona, raggiungere la maturità fisica o intellettuale.",crescere dal punto di vista psichico ed intellettuale,exact
maturare,verb,"(fig.) di cose, fenomeni, avvenimenti, compiere il proprio corso.",diventare maturo,related
maturare,verb,"costituirsi, detto degli interessi di un capitale.",diventare maturo,narrower
maturare,verb,rendere maturo,rendere maturo,exact
maturare,verb,(fig.) rendere maturo.,rendere maturo,related
maturare,verb,valutare attentamente.,"meditare a lungo, con ponderatezzaa",exact
medicina,noun,"ogni sostanza dotata di virtù terapeutiche, prodotto farmaceutico.","preparato che serve a curare, farmaco",exact
medicina,noun,"la scienza che studia, previene e cura le malattie;",disciplina che studia le malattie / facolta'  che prepara alla professione medica,narrower
medicina,noun,"ogni cosa utile a dare benessere, a procurare rimedio ai mali fisici o morali.",ogni cosa che rappresenta un rimedio a mali fisici e morali,exact
medicina,noun,la facoltà universitaria dove si studia la medicina.,disciplina che studia le malattie / facolta'  che prepara alla professione medica,narrower
spingere,verb,"esercitare una pressione su qlco., spingere.","esercitare una forte pressione, continua o temporanea, su qc.affinché si muova, si sposti e sim",broader
spingere,verb,"dare, comunicare con una spinta un movimento ad un corpo.","esercitare una forte pressione, continua o temporanea, su qc.affinché si muova, si sposti e sim",broader
spingere,verb,"allontanare, spostare con forza.","esercitare una forte pressione, continua o temporanea, su qc.affinché si muova, si sposti e sim",broader
caricare,verb,"mettere su un mezzo di trasporto o su un animale da soma i bagagli, oggetti, merci, persone.",mettere qlco o qlcu su un veicolo,narrower
caricare,verb,"mettere uno strumento o un congegno meccanico  in condizione di funzionare, dotandolo dell'energia o del materiale necessario.",mettere uno strumento o un congegno in condizione di funzionare; introdurre i proiettili in un'arma,broader
economia,noun,scienza che studia come impiegare i beni a disposizione,disciplina che studia i sistemi economici,exact
economia,noun,insieme delle risorse economiche di una regione,insieme delle risorse e attività  economiche di uno stato,exact
economia,noun,la facoltà universitaria dove si studia tale materia.,disciplina che studia i sistemi economici,related
rapimento,noun,"estasi, stato di grazia","emozione profonda, l'essere completamente assorto",exact
rapimento,noun,Grave reato con cui si rapiscono persone a scopo di lucro.,"modo, atto del rapire o dell'essere rapito",narrower
fallire,verb,commettere un errore di ordine materiale o morale.,avere un esito negativo,related
fallire,verb,ottenere un cattivo esito o una cattiva accoglienza.,avere un esito negativo,exact
fallire,verb,non colpire.; non riuscire a colpire.,"non colpire, sbagliare",exact
fallire,verb,"venir meno a qlco.; venir meno ad una aspettativa, ad una promessa, ecc.",non raggiungere il proprio intento,related
fallire,verb,non raggiungere il fine prefisso.,non raggiungere il proprio intento,exact
sciocchezza,noun,"cosa o faccenda da nulla, di nessuna difficoltà o di nessun valore.","cosa di poco valore, inezia",exact
sciocchezza,noun,"mancanza di acume e di perspicacia, l'essere sciocco.",l'essere sciocco,exact
sciocchezza,noun,frase sciocca,"atti, frasi da sciocco",exact
minuto,noun,piccola parte,"brevissimo spazio di tempo, attimo",related
minuto,noun,unità di misura temporale,unita' di misura di tempo e di angolo,narrower
minuto,noun,una porzione limitata e molto breve di tempo,"brevissimo spazio di tempo, attimo",exact
minuto,noun,unità di misura degli angoli,unita' di misura di tempo e di angolo,narrower
bugia,noun,affermazione contraria alla verità e a ciò che si pensa,cosa contraria alla verità,exact
bugia,noun,piccolo candeliere per una sola candela,piccolo candeliere con la base a forma di piattello,exact
ministero,noun,ognuno dei settori nei quali si divide l'attività del governo,insieme degli uffici statali preposti ad una determinata funzione,related
ministero,noun,un certo governo che ha esercitato il potere esecutivo in un determinato periodo,periodo durante il quale un ministro esercita il suo ministero,exact
ministero,noun,edificio nel quale ha sede un ministero,edificio nel quale ha sede un ministero,exact
battuta,noun,espressione spiritosa; battuta spiritosa,"nel dialogo teatrale e cinematografico, cio' che ciascun attore dice",related
battuta,noun,il battere.,il colpire o picchiare qualcuno,broader
segnalazione,noun,"ogni comunicazione di notizie, effettuata con qualsiasi mezzo",insieme dei segnali ottici e acustici usati per segnalare qualcosa,exact
segnalazione,noun,"messaggio, comunicazione",insieme dei segnali ottici e acustici usati per segnalare qualcosa,broader
segnalazione,noun,l'indicare.,atto del segnalare,broader
sapere,verb,essere in grado di fare qualcosa.,"essere capace, particolarmente abile a compiere un'azione",exact
sapere,verb,venire a sapere.,apprendere,exact
sapere,verb,"possedere conoscenze e nozioni acquisite mediante lo studio, l'insegnamento, l'informazione, ecc.",conoscere una serie di nozioni apprese attraverso lo studio e l' esperienza,narrower
sapere,verb,"possedere conoscenze derivate dall'esperienza, dalla pratica, ecc.",conoscere una serie di nozioni apprese attraverso lo studio e l' esperienza,narrower
sapere,verb,avere un certo sapore o un certo odore.,avere sapore o odore,exact
crescere,verb,"far crescere in modo corretto e regolare (spec. bambini, animali).","allevare, educare",exact
crescere,verb,"nel lavoro a maglia, aggiungere punti.",svilupparsi progressivamente,narrower
crescere,verb,"diventare più grande, più intenso o più numeroso;  diventare più grande, più intenso, più numeroso.","aumentare di altezza, volume, intensità o altro",exact
crescere,verb,"diventare grande in altezza, in lunghezza, per naturale sviluppo.",svilupparsi progressivamente,narrower
crescere,verb,diventare adulto.,svilupparsi progressivamente,narrower
picchiare,verb,"battere, prendere a botte.","percuotere, malmenare",exact
picchiare,verb,"colpire, battere ripetutamente.","percuotere, malmenare",exact
sgrossare,verb,dare ad un oggetto la prima forma.,dare ad un blocco di materiale grezzo una prima forma,exact
sgrossare,verb,fare il primo abbozzo di un lavoro.,dare ad un blocco di materiale grezzo una prima forma,broader
sgrossare,verb,"rendere una persona meno rozza, ingentilirla.",rendere una persona più gentile nei modi,exact
intuire,verb,"capire immediatamente non attraverso ragionamento, ma per acutezza dintelletto.","cogliere in modo immediato l'essenza di qualcosa; accorgersi, rendersi conto",exact
intuire,verb,cogliere la realtà delle cose nella loro essenza.,"cogliere in modo immediato l'essenza di qualcosa; accorgersi, rendersi conto",narrower
smaltire,verb,far passare qcs. che ci ha disturbato fisicamente o psicologicamente.,"far passare, placare, smorzare",narrower
smaltire,verb,digerire completamente.,digerire,narrower
smaltire,verb,"portare a termine, sbrigare.","esaurire, portare a termine; eliminare",exact
smaltire,verb,consumare completamente.,"esaurire, portare a termine; eliminare",exact
smaltire,verb,"vendere fino a esaurimento, liquidare.","esaurire, portare a termine; eliminare",narrower
smaltire,verb,"togliere di mezzo, eliminare, trasformare.","esaurire, portare a termine; eliminare",narrower
singhiozzare,verb,avere il singhiozzo.,avere il singhiozzo,exact
singhiozzare,verb,piangere con singhiozzi o a dirotto.,piangere con singhiozzi,exact
orchestrare,verb,scrivere la parte di ciascuno strumento in una composizione musicale per orchestra.,comporre le partiture destinate ai vari strumenti musicali,exact
orchestrare,verb,"distribuire organicamente, organizzare.",coordinare un insieme di elementi secondo un progetto stabilito,exact
affumicare,verb,riempire di fumo.,sottoporre ad affumicatura,related
affumicare,verb,"esporre al fumo sostanze alimentari, spec. carni e pesci, a scopo di conservazione o per dar loro un sapore particolare.",sottoporre ad affumicatura,narrower
affumicare,verb,annerire col fumo,rendere nero per mezzo del fumo,exact
imboccare,verb,"mettere del cibo in bocca  a chi non è in grado di mangiare da solo, come i bambini piccoli o certi ammalati.",nutrire qualcuno portandogli il cibo alla bocca,exact
imboccare,verb,entrare in una strada,iniziare a percorrere; attraversare un'apertura,narrower
accudire,verb,dedicarsi a un lavoro domestico.,attendere con cura a un lavoro,related
accudire,verb,"assistere, prendersi cura di qcn. spec. di bambini, malati, animali.",assistere,narrower
soggetto,noun,essere distinto da ogni altro della medesima specie.,"l'io in quanto realtà pensante; individuo, persona, in quanto presenta determinate caratteristiche cliniche",exact
soggetto,noun,"tema (di uno scritto, di un quadro, di un'opera teatrale, di un film ecc.); argomento (di uno scritto, di un quadro, di un'opera teatrale, di un film ecc.)","argomento, tema",exact
soggetto,noun,"persona o cosa che fa o subisce l'azione indicata dal verbo, o che è nella condizione indicata dal verbo.",la persona o la cosa che fa o subisce l'azione espressa dal verbo,exact
secondo,noun,unità di misura del tempo,unità di misura del tempo e degli angoli,narrower
secondo,noun,la seconda portata di un pranzo,seconda portata,exact
spazio,noun,spazio di tempo,estensione di tempo,exact
spazio,noun,entità indefinita e illimitata in cui stanno i corpi.,"estensione circoscritta, variamente limitata, vuota o occupata da corpi",exact
spazio,noun,luogo esterno alla terra e alla sua atmosfera in cui si muovono i corpi celesti.,luogo esterno all'atmosfera terrestre in cui i corpi celesti sono e si muovono,exact
spazio,noun,"estensione limitata, circoscritta, libera o occupata da corpi.","estensione circoscritta, variamente limitata, vuota o occupata da corpi",exact
motivo,noun,"la causa, il principio, l'origine di una cosa o di un'evento; il motivo,  la ragione.",ciò per cui si fa o non si fa qlco.,broader
motivo,noun,idea melodica di un'opera musicale;  spunto melodico di un'opera musicale,melodia di un brano musicale,narrower
motivo,noun,motivo facile ed orecchiabile,melodia di un brano musicale,related
motivo,noun,tema di un'opera letteraria; motivo conduttore,tema portante di un'opera letteraria o di una serie di esse,exact
motivo,noun,elemento ricorrente nelle arti figurative,"nelle arti figurative, elemento pittorico che si ripete con regolarità in un'opera",exact
motivo,noun,"tema (di uno scritto, di un quadro, di un'opera teatrale, di un film ecc.); argomento (di uno scritto, di un quadro, di un'opera teatrale, di un film ecc.)",tema portante di un'opera letteraria o di una serie di esse,narrower
motivo,noun,spunto melodico,melodia di un brano musicale,narrower
nitrito,noun,il verso del cavallo,verso caratteristico del cavallo,exact
nitrito,noun,sale dell'acido nitroso,elemento chimico,exact
iridio,noun,"elemento chimico metallico appartenente ai metalli di transizione, con numero atomico 77, simb. Ir.",elemento chimico di colore bianco lucente,exact
comprensione,noun,facoltà intellettiva,capacità di intendere e penetrare con la mente,related
comprensione,noun,capire,capacità di considerare con animo tollerante i sentimenti altrui,broader
specchio,noun,"lastra di vetro piana, cui è stato applicato uno strato metallico, che riflette in modo regolare i raggi luminosi.",lastra di vetro che riflette le immagini,exact
specchio,noun,ciò che imita o raffigura una determinata realtà; ciò che rivela i sentimenti o il carattere o i gusti di una persona.,tutto ciò che riproduce una certa realtà,narrower
struttura,noun,cosa costruita,"costruzione, impianto, edificio con una determinata funzione",broader
struttura,noun,"complesso degli elementi costitutivi di una lingua come fonemi, morfemi etc.",insieme degli elementi di un sistema considerato in funzione della loro organizzazione,narrower
specializzazione,noun,competenza particolare acquisita in un determinato settore,acquisizione di particolari competenze in un settore specifico,exact
specializzazione,noun,area di conoscenze; campo di studio e specializzazione,lo specializzare,related
specializzazione,noun,atto e effetto dello specializzarsi.,lo specializzare,exact
inibizione,noun,l'atto dell'inibire e vietare; l'atto dell'inibire.,blocco neurologico o psicologico,broader
inibizione,noun,"rallentamento o arresto di una funzione biologica, di un processo ecc.",blocco neurologico o psicologico,exact
obiettivo,noun,ciò che si intende ottenere o fare.,scopo o fine che si vuol raggiungere,exact
obiettivo,noun,scopo di un'operazione militare.,scopo o fine che si vuol raggiungere,narrower
obiettivo,noun,bersaglio nel tiro di artiglieria,scopo o fine che si vuol raggiungere,narrower
obiettivo,noun,sistema di lenti per proiettare l'immagine reale di un oggetto,sistema ottico,exact
itinerario,noun,il tratto che si percorre durante lo svolgimento di una gara o di molte attività sportive,percorso da seguire,narrower
scheda,noun,collezione di documenti con informazioni essenziali su cose o persone; dossier di documenti che seguono una certa procedura,sintesi autobiografica relativa ad un determinato personaggio,broader
scheda,noun,cartoncino per annotazione di dati che compone uno schedario,rettangolo di cartoncino per trascrivere dati,exact
scheda,noun,componente hardware di un computer; piastra di circuito stampato che può essere inserita su un calcolatore per arricchirlo di nuove funzioni.,componente hardware [inform.],exact
recensione,noun,articolo critico su un libro.,il recensire,related
adattamento,noun,trasposizione di un'opera da un linguaggio all'altro; trasposizione di un opera da un linguaggio ad un altro; trasposizione in un altro linguaggio,opera teatrale o cinematografica,exact
adattamento,noun,atto dell'adattare o dell'adattarsi.,l'adattarsi,exact
adattamento,noun,capacità degli esseri viventi di adattarsi all'ambiente circostante,l'adattarsi,narrower
adattamento,noun,processo linguistico tramite il quale le parole straniere subiscono delle modifiche in conformità con la lingua che le riceve,l'adattare qualcosa ad altri elementi,narrower
spartito,noun,trascrizione per piano o canto di una composizione per orchestra,trascrizione per pianoforte e voci di una composizione per orchestra e voci,exact
spartito,noun,rappresentazione grafica sinottica delle parti musicali di più dei diversi elementi di un'orchestra,foglio su cui è scritta la musica,exact
bolla,noun,"rigonfiamento della pelle che generalmente contiene liquido organico, vescicola",vescica che si forma sulla pelle,exact
bolla,noun,documento ufficiale autenticato,sigillo ufficiale di papi o sovrani,broader
bolla,noun,documento che descrive la merce,il supporto materiale di un documento che attesta l'avvenuta consegna o spedizione di merce,related
adempimento,noun,il mantenere fede a promesse e sim.,l'adempiere,narrower
adempimento,noun,(dir.) l'atto del compiere la prestazione cui si è tenuti.,l'adempiere,narrower
russo,noun,"abitante, nativo della Russia.","abitante, nativo della russia",exact
russo,noun,lingua della Russia.,lingua del gruppo slavo parlata in russia,exact
lingua,noun,il linguaggio proprio e particolare di un popolo o di un ambiente.,sistema grammaticale e lessicale per mezzo del quale gli appartenenti ad una comunità comunicano tra loro,exact
lingua,noun,"organo muscolare mobile che sta all'interno della bocca dei vertebrati ed ha funzioni tattili e gustative, partecipa alla masticazione, alla suzione, deglutizione e fonazione.",organo della bocca,exact
lingua,noun,la lingua commestibile degli animali,"lingua di un animale, come cibo",exact
orchestra,noun,insieme dei suonatori e degli strumenti musicali,insieme di suonatori,exact
