lemma,pos,sense_source,sense_target,semantic_relationship
господствам,verb,"осъществявам политическото управление на държава, имам политическа власт.","имам власт над някого или над нещо, държа някого или нещо в своята власт.",exact
грях,noun,"съзнателно действие, постъпка на човек, което противоречи на религиозните и морално-етичните закони и е нарушение на нормите, установени от обществото и на религиозния морал.","грешка пред бога. престъпване на заповедите му или нежелание те да бъдат спазвани. постъпка, която те отклонява от правия, правилния, праведния път, даден от бога в неговите завети - нов и стар завет. постъпка, за която човек е наказван приживе или ще бъде наказан от бога, след второто пришествие.",exact
дъжд,noun,"валеж от водни капки, образувани в облаците от кондензацията на водна пара, които падат от небето към повърхността на земята.","падаща от небето вода, във вид на капки.",exact
дълг,noun,"нещо, което някой е длъжен, трябва да извърши, да изпълни.","осъзнати задължителни действия, които човек трябва да извърши като член на обществото или на отделен негов колектив.",exact
дъщеря,noun,дете от женски пол спрямо своите родители.,дете  от женски пол.,exact
езеро,noun,естествено или изкуствено запълнена с вода голяма вдлъбнатина в земната повърхност.,водоем с голяма площ и слабо оттичане.,exact
емоция,noun,неспокойно състояние на духа като проява на някакво чувство.,"силна краткотрайна възбуда, описваща психологичното състояние на човек.",exact
есен,noun,"едно от четирите годишни времена, след лятото и преди зимата, когато слънцето и топлината постепенно намаляват и листата на дърветата падат.","есента е преходен сезон с понякога доста високи температури в началото (циганско лято) и умерени до по-ниски към края, когато зимното слънцестоене (около 21 декември в северното полукълбо и 21 юни в южното полукълбо) бележи астрономическото начало на следващия сезон.",exact
етаж,noun,"част от сграда, включваща всички разположени на едно равнище, на една плоскост помещения.","част от сграда, на която всички стаи са една до друга на една и съща височина.",exact
жакет,noun,"връхна зимна дреха, дълга до коляното или до глезена, с дълги ръкави.","къса женска дреха с копчета, носена над блуза или рокля, от плат или плетена.",related
желязо,noun,"широко разпространен пластичен и ковък блестящ метал със сребристобял цвят, от който се получават чугун, стомана и други сплави и който играе важна роля при транспортирането на кислород чрез кръвта.","химически елемент – ковък и пластичен метал със сребристобял цвят, от който се получават чугун и стомана.",exact
желязо,noun,"широко разпространен пластичен и ковък блестящ метал със сребристобял цвят, от който се получават чугун, стомана и други сплави и който играе важна роля при транспортирането на кислород чрез кръвта.",къс или изделие от този метал.,broader
жена,noun,"лице от женски пол, обикновено в зряла възраст.",човек от женски пол в зряла възраст.,exact
жена,noun,"лице от женски пол, обикновено в зряла възраст.",съпруга.,related
задник,noun,"задна месеста част у човека и някои маймуни, на която се сяда.",задна (седалищна) част от тялото при хора и животни.,exact
заран,noun,"начало на деня, първите часове на деня.","сутрин, сутринта.",exact
зима,noun,"едно от четирите годишни времена, преди пролетта и след есента, когато е най-студено и дните са най-къси.",най студения от четирите сезона.характерно за него е застудяване и наличието на сняг.,exact
ивица,noun,"дълъг, тесен къс от плат или друга материя.","дълъг, тесен къс хартия, плат и др., линия, бразда.",exact
идеология,noun,"система от политически, нравствени, религиозни и др. възгледи, идеи, представи за живота, характерни за определена социална група, класа или партия.","означава система от възгледи и идеи, характерни за социална група, класа, политическа партия и др.",exact
изба,noun,"помещение под най-долния етаж на сграда, обикн. в земята, където често се съхраняват хранителни продукти.",част от къща под първия етаж в земята.,exact
издънка,noun,"лице, което произлиза от някакъв род, фамилия.","чедо, потомък.",exact
изрод,noun,"човек или животно с грозно, обезобразено от някакъв физически недостатък или несъразмерност, тяло или лице.","човек с непривлекателен външен вид, най-често с физически недъзи.",exact
инженер,noun,"лице с висше техническо образование, специалист в областта на строителството, конструирането и работата с машини, съоръжения, апарати и др.","инженерът е специалист с висше техническо образование по приложни науки, който решава конструктивни и технологични проблеми, както и такива по монтажа, експлоатацията и обслужването на машини и съоръжения, транспортни средства, хидротехнически съоръжения, строителство и други. в западна европа специалистите с подобно образование и квалификация носят титлата „диплом инженер“.",exact
калфа,noun,"квалифициран работник, който упражнява някакъв занаят.",калфа е наименование на втората степен при усвояването на един занаят от ученик.,broader
канара,noun,стръмна остра скала.,"скала, зъбер.",narrower
караул,noun,"човек, който пази някого или нещо.","въоръжена охрана, пост.",related
кауза,noun,организирана дейност за изпълнение на важна за даден момент обществено-политическа или стопанска задача.,"каузата е идея, чрез която се поставя значима цел в едно направление - политическо, социално или от друг характер, за решаването на сериозен проблем или на някакво важно дело. реализирането на една кауза е свързана с мобилизиране на голяма група хора, изисква организация, пълно посвещаване на проблема и много труд и всеотдайност до постигане на определените цели.",related
кашкавал,noun,"твърд или полутвърд хранителен продукт, получен чрез специална преработка на млякото, с високо съдържание на белтъчни вещества, мазнини, витамини и микроелементи.",твърдо млечно призвведение с жълт или златист цвят.,broader
китка,noun,"част от ръката, която осигурява подвижна и гъвкава връзка между костите на дланта, пръстите и лакетната кост на ръката.","частта от ръката, която се намира над дланта.",exact
клюка,noun,"интересна, пикантна новина за някого, която невинаги е истина, но обикновено компрометираща го, която се разнася между хората.","интересна, пикантна новина за някого, невинаги истина, обикновено  компрометираща го, която се препредава от човек на човек. с клюките обикновено се създават интриги и са демонстрация на злост и коварство по отношение на една личност.",exact
кокал,noun,"твърда, изключително плътна съединителна тъкан, която образува скелета на тялото на човек или животно.","някое от парчетата твърда, белезникава тъкан, съставляваща скелета на гръбначните животни.",exact
комитет,noun,"група избрани или назначени лица, на които е възложено изпълнението на някакава обща задача или разрешаването на някакъв въпрос.","инициативна група от съмишленици с ръководни функции, обединени от една обща идея и работещи за постигането на определена цели, за което те създават организация  и структури. комитетът може да организира решаване на проблем от регионално или национално значение, дори и в нарушение на съществуващите закони, като членовето му носят цялата отговорност за решенията и действията си.",narrower
комитет,noun,"група избрани или назначени лица, на които е възложено изпълнението на някакава обща задача или разрешаването на някакъв въпрос.","държавна структура с ранг по-нисък от министерство, която работи и решава проблеми в една определена област.",narrower
кост,noun,"твърда, изключително плътна съединителна тъкан, която образува скелета на тялото на човек или животно.","някое от парчетата твърда, белезникава тъкан, съставляваща скелета на гръбначните животни.",exact
креват,noun,"мебел, най-често изработена от дърво, върху която човек спи или почива в легнало или седнало положение.",легло.,exact
кукла,noun,"детска играчка, която представлява фигурка с човешка форма най-често на момиченце или бебе.","детска играчка като човече или животно, фигура на човек или животно в особен вид детски театър.",broader
кухня,noun,"помещение за готвене, понякога използвано и за хранене.",стая за приготвяне на храна.,exact
лайтмотив,noun,"основната мисъл, идея, около които се води, протича някакъв разговор, беседа, дискусия и пр.","основен,повтарящ се мотив в литературна творба или в група творби.",related
листо,noun,"орган за дишане и фотосинтеза при висшите растенията, разположен странично на стъблото, обикн. плосък и зелен с различна форма при различните растения.",част от листа без листни разклонения.,broader
лодка,noun,"малък плавателен съд за плаване на недалечни разстояния, който се движи с гребла, платна или мотор и се използва за превоз на хора, малки товари, риболов и спорт.","водно транспортно средство. малък плавателен съд, движещ се с весла, платно или мотор.",exact
локва,noun,"неголяма вдлъбнатина в земята, пълна с вода, обикновено дъждовна, или с друга течност.","малка вдлъбнатина в земята, която е запълнена с някаква течност, предимно вода.",exact
лято,noun,"едно от четирите годишни времена, след пролетта и преди есента, когато е най-топло и дните са най-дълги.","най-топлият от четирите сезона. характерни за него са големите горещини, подходящи за почивки.",exact
магазин,noun,помещение или сграда за продажба на стоки.,"сграда (част от сграда), в която се продават различни неща – храни, фабрични продукти и др.",exact
мазе,noun,"помещение под най-долния етаж на сграда, обикн. в земята, където често се съхраняват хранителни продукти.","изба, зимник.",exact
манталитет,noun,определен начин на мислене и поведение.,"съвкупност от начини, по които един индивид или социална група действат, мислят, усещат и възпримат света в зависимост от традициите, културата и социалните структури на дадено общество.",exact
мегдан,noun,"незастроена селищна територия с обществено предназначение, обикновено благоустроена, оформена с архитектурни средства.","широко място. някога - центъра на селото, там където се е извивало хорото .",related
мерак,noun,"силно, страстно влечение, стремеж към нещо, нужда от нещо.",да имаш силно желание и да полагаш усилия за постигане на някаква цел.,exact
метал,noun,"химически просто вещество или сплав като желязо, мед, олово, бронз и др., което се отличава със специфичен блясък, ковкост и е добър проводник на топлината и електричеството.",химичен елемент с висока електропроводимост.,exact
мишка,noun,"дребен гризач с остра муцуна, дълга опашка и малки уши, който живее в полето, в човешки жилища и др., пренася болести и унищожава различни материали, хранителни продукти.",малък бозайник.,exact
мляко,noun,"бяла непрозрачна течност, съдържаща ценни хранителни вещества, която се отделя от бозайниците и се използва като хранителен продукт от хората.","белезникава течност, отделяна от специални жлези на женските бозайници, която служи за изхранване на новородените малки.",broader
мляко,noun,"бяла непрозрачна течност, съдържаща ценни хранителни вещества, която се отделя от бозайниците и се използва като хранителен продукт от хората.","същата течност, използвана за храна от хората (краве мляко, овче мляко, козе мляко).",broader
могила,noun,немного високо земно възвишение.,неголямо изкуствено земно възвишение.,broader
могила,noun,немного високо земно възвишение.,"селищна могила - ""акропол"" от най-старата устойчива праисторическа култура.",related
могила,noun,немного високо земно възвишение.,надгробна могила - погребален ритуал особено популярен в стара тракия.,related
мостра,noun,"малка част от нещо, която дава представа за цялото, за неговите качества и вида му.","мострата е отделна бройка или малко количество от дадена стока, което се представя като образец.",exact
мостра,noun,"малка част от нещо, която дава представа за цялото, за неговите качества и вида му.","мострата е пример за качество, форма, естетическо решение или технически показатели.",broader
мотоциклет,noun,"моторно превозно средство с две колела, подобно на велосипед, което се привежда в движение от двигател с вътрешно горене.","мотоциклетът е двуколесно моторно превоpно средство с работен обем на двигателя над 50 куб. cm. популярно е названието мотоцикъл и мотор. към мотоциклетите се причисляват и триколесните превозни средство, чието тегло не превишава 400 kg. съоръжен е с двутактов или четиритактов бензинов двигател. първата патентована конструкция и произведен мотоциклет е на готлиб даймлер и вилхелм майбах през 1885 година.",exact
нощ,noun,"времето след залез и преди изгрев слънце, когато е тъмно.",част от денонощието между вечерта и сутринта /обичайно се възприема времето между 22ч. и 5ч./.,exact
храст,noun,"гъста труднопроходима, обикновено по-дребна, гора или гъсти храсти, израснали на едно място.","растение с дребно дървенисто стъбло, обикн. с разклонения още от повърхността на земята.",related
чудовище,noun,"човек или животно с грозно, обезобразено от някакъв физически недостатък или несъразмерност, тяло или лице.","грозно, уродливо, ужасяващо животно или човек.",exact
чужденец,noun,"човек от друга, чужда страна.","човек, който живее или произлиза от друга държава или населено място (по- рядко).",exact
шкембе,noun,"част от телесната кухина на човек или животно, разположена между гърдите и краката, в която се намират повечето вътрешни органи на храносмилането, отделянето и размножаването.",допълнителен стомах на преживно животно.,related
