lemma,pos,sense_source,sense_target,semantic_relationship
especialidade ,noun,"Produto, artigo... que se encontra em determinada região, marca ou casa.","Coisa superior, distinta: este queijo é uma especialidade.",narrower
especialidade ,noun,"Aquilo que é fora do comum, de grande qualidade. ≈ raridade.","Coisa superior, distinta: este queijo é uma especialidade.",narrower
especialidade ,noun,Profissão ou âmbito de actividade. ≈ trabalho.,"Ordem de trabalhos, a que alguém se dedica com particular cuidado",related
especialista,noun,"Que se dedica exclusivamente ao estudo ou à prática de um determinado ramo de uma ciência, arte, técnica...",O que se dedica com particular cuidado a certo estudo ou profissão,exact
especialista,noun,"Pessoa que se dedica exclusivamente a um determinado ramo de uma ciência, arte...",O que se dedica com particular cuidado a certo estudo ou profissão,exact
especialização,noun,"Acto de particularizar, distinguir; acto ou efeito de especializar ou especializar-se. ≈ distinção, particularização.",Acto ou efeito de especializar.,exact
especialmente,adverb,"De um modo mais intenso; em especial. ≈ particularmente, principalmente, sobretudo.",De modo especial.,exact
especiaria,noun,Qualquer substância aromática que serve para condimentar alimentos ou bebidas. ≈ condimento.,"Qualquer droga aromática, com que se adubam iguarias.",exact
especificação,noun,"Acto de descrever, caracterizar algo; acto ou efeito de especificar. ≈ indicação.",Acto ou efeito de especificar.,exact
especificação,noun,Descrição ou declaração pormenorizada; explicação circunstanciada.,Acto ou efeito de especificar.,narrower
especificação,noun,"Descrição ou enumeração rigorosa das características às quais deve responder um serviço, uma obra, uma construção...",Acto ou efeito de especificar.,narrower
especificação,noun,Cada ponto ou item de tal descrição.,Acto ou efeito de especificar.,narrower
especificação,noun,Filos. Operação por meio da qual se distinguem as espécies de um mesmo género.,Acto ou efeito de especificar.,narrower
especificador,adjective,"Que refere com minúcia, pormenoriza, especifica.",Que especifica.,exact
especificador,noun,"Aquele que menciona ou indica com precisão, que especifica alguma coisa.",Aquele que especifica.,exact
especificativo,adjective,"Que serve para indicar pormenorizadamente, para especificar ou que envolve especificação. ≈ especificador.",Que especifica.,exact
especificidade,noun,"O que é intrínseco de alguém ou de alguma coisa, o que se distingue algo do geral; qualidade do que é específico.",Qualidade característica de uma espécie.,exact
específico,adjective,"Que revela particularização, individualização; que é exclusivo, intrínseco. ≈ característico, especial. ≠ genérico, geral.",Relativo a espécie.,related
específico,adjective,Biol. Que se refere a espécie ou é próprio dela.,Relativo a espécie.,narrower
específico,adjective,Med. Que é característico ou típico de uma determinada espécie de doença ou afecção.,Relativo a espécie.,narrower
específico,adjective,"Fam. Que actua especialmente contra determinada doença, sintoma ou afecção.",Relativo a espécie.,narrower
específico,noun,Farm. Medicamento destinado a determinada doença ou afecção ou que age especialmente sobre determinado órgão; fármaco com função específica.,"Medicamento, que tem aplicação especial a determinada moléstia.",exact
especiosidade,noun,"Carácter do que é belo, formoso, gentil ou especioso. ≈ beleza, formosura.",Qualidade daquilo que é especioso.,exact
especiosidade,noun,"Aparência enganosa de verdade, de justiça... ≈ ilusão, sofisma.",Qualidade daquilo que é especioso.,narrower
especioso,adjective,"Que tem ou manifesta beleza, formosura, delicadeza de formas... ≈ belo, delicado, formoso.",Que tem boa aparência.,related
especioso,adjective,"Que atrai, capta ou seduz. ≈ atraente, sedutor.",Que seduz.,exact
especioso,adjective,"Que, com aparência de verdade ou de justiça, induz em erro; que não é exacto. ≈ capcioso, enganoso.","Que induz em erro, aparentando verdade",related
espectáculo,noun,"Exibição pública de actividades artísticas tais como peças de teatro, filmes, bailados, concertos, variedades...",Representação teatral.,related
espectáculo,noun,"Tudo o que atrai o olhar, chama a atenção e a prende, sendo capaz de despertar os mais variados sentimentos. ≈ cena, quadro, visão.",Aquilo que prende a atenção.,exact
espectáculo,noun,"Cena caricata, patética, inesperada ou que constitui escândalo. ≈ cena, quadro.",Fam. Cena ridícula; escândalo.,exact
espectaculoso,adjective,"Que cativa ou chama a atenção; que dá espectáculo. ≈ aparatoso, grandioso, pomposo.",Que dá muito na vista. Ostentoso; grandioso.,related
espectador,adjective,"Que assiste, presencia a um acto, a um acontecimento...; que testemunha algo.",O que assiste a um espectáculo.,exact
espectador,adjective,"Pessoa que observa, presencia, testemunha um acto, uma ocorrência... ≈ observador, testemunha.",O que observa ou que vê qualquer acto.,exact
espectador,adjective,"Pessoa que assiste a um espectáculo, a uma manifestação desportiva, a uma cerimónia pública...",O que assiste a um espectáculo.,exact
espectral,adjective,Fís. Que é relativo ao espectro luminoso ou solar; que constitui uma sequência ininterrupta das cores do arco-íris.,Concernente ao espectro solar.,exact
espectro,noun,"Aparição ilusória de pessoa já falecida; imagem fantasmagórica. ≈ assombração, espírito, fantasma.",Imagem fantástica de pessoa falecida.,exact
espectro,noun,"Fam. Pessoa muito magra, de cor macilenta.",Fam. Pessoa muito magra.,exact
espectrologia,noun,Tratado em que se estuda o conjunto dos fenómenos espectrais.,Phýs. Tratado dos fenómenos espectrais.,exact
espectrometria,noun,Fís. Método de análise qualitativa e quantitativa usado para medir a intensidade e o comprimento de onda de radiações.,"Método de análise quantitativa, para se conhecer a natureza dos elementos de um foco luminoso e determinar a constituição química dos corpos.",exact
espectroscopia,noun,Fís. Estudo das radiações luminosas por meio de espectros.,"Phýs. Estudo da luz, por meio do espectro fornecido pelo prisma.",exact
espectroscópio,noun,"Fís. Instrumento usado para observar e estudar os diferentes espectros luminosos, por meio de decomposição da luz.","Instrumento análogo ao espectrómetro, mas menos perfeito.",exact
especulação,noun,"Qualquer pesquisa, estudo ou investigação do ponto de vista teórico, puramente racional. ≈ estudo, exame. ≠ prática.",Acto de especular.,narrower
especulação,noun,Resultado ou conjunto de dados obtidos por essa pesquisa; consideração teórica.,Investigação teórica.,exact
especulação,noun,"Deprec. Econ. Operação comercial ou financeira sobre bens móveis ou imóveis com o fim da obtenção de lucro provável, jogando com as oscilações naturais dos valores do mercado.",Empreendimento com a mira em lucro.,exact
especulação,noun,"Deprec. Econ. Negócio em que uma das partes abusa da boa fé da outra valendo-se de certa posição, circunstância..., para auferir lucros indevidos, exorbitantes; exploração ardilosa.","Contracto ou negócio, em que uma das partes abusa da boa fé da outra.",exact
especulador,adjective,"Que estuda, investiga, indaga.",O que especula.,exact
especulador,adjective,"Deprec. Econ. Que explora financeira ou comercialmente alguém, com intuito de obtenção de um lucro provável; que faz especulações de comércio, finanças...",O que especula.,narrower
especulador,adjective,"Deprec. Econ. Que procura o lucro, interesse próprio, tirando proveito de uma situação, circunstância..., e abusando da boa-fé de outrem.",O que especula.,narrower
especulador,noun,"Pessoa que investiga, estuda....; teórico em arte ou ciência.",O que especula.,exact
especulador,noun,"Aquele que observa, indaga.",O que especula.,exact
especulador,noun,"Deprec. Econ. Pessoa ou entidade que faz explorações, especulações comerciais ou financeiras, visando lucros exagerados.",O que especula.,narrower
especulador,noun,"Aquele que procede de má-fé, procurando tirar proveito de uma situação, circunstância... e abusando da credulidade alheia. ≈ agiota.",O que especula.,narrower
especular,adjective,Que é relativo a espelho ou é próprio dele.,Relativo a espelho.,exact
especular,adjective,"Que tem ou revela transparência. ≈ diáfano, transparente.",Relativo a espelho.,narrower
especular,adjective,"Miner. Que apresenta lâminas brilhantes, que reflectem a luz como um espelho.","Diz-se de alguns minerais, em que há lâminas brilhantes que reflectem a luz.",exact
especular,verb,"Analisar ou abordar hipóteses, aspectos, efeitos ou consequências teoricamente consideradas passíveis de concretização; fazer a especulação. ≈ conjecturar, raciocinar.",Estudar teoricamente.,related
especular,verb,"Procurar conhecer com detalhe ou pormenor, informar-se minuciosamente. ≈ averiguar.",Investigar.,related
especular,verb,Observar atentamente.,"Contemplar, observar.",narrower
especulativo,adjective,"Que é objecto de considerações exclusivamente abstractas; que tem carácter de teoria, de especulação. ≈ teórico.",Em que há especulação.,exact
especulativo,adjective,"Que se dedica ao estudo do que é puramente teórico, sem ter em conta a realidade, a prática. ≈ teórico. ≠ prático.",Que é teórico.,exact
especulativo,adjective,"Fin. e Comér. Que é relativo ou envolve especulação comercial ou financeira em que há lucro, interesse ou proveito em favor de alguém, contra a boa-fé de outrem.",Relativo a especulação.,narrower
especulativo,adjective,Filos. Que é relativo a objectos inacessíveis à experiência.,Relativo a especulação.,narrower
espéculo,noun,"Med. Instrumento médico tubiforme, de metal polido, geralmente constituído por duas valvas móveis que permitem a sua distensão com vista a facilitar o exame ou a observação de certas cavidades do corpo humano, tais como a vagina, o nariz, os ouvidos...","Instrumento cirúrgico, com que se observam certas cavidades do corpo humano.",exact
espedaçar,verb,"P. Us. Partir ou partir-se em bocados, fazer ou fazer-se em pedaços. ≈ desfazer, despedaçar, quebrar.","O mesmo que despedaçar, etc.",exact
espeleologia,noun,"Geol. Exploração e estudo científico sobre a formação das cavidades naturais do solo ou subsolo, tais como cavernas, grutas, fontes e águas subterrâneas.","Parte da Geologia, que se ocupa das grutas e cavernas.",exact
espelhamento,noun,Acto de reflectir ou reflectir-se como um espelho; acto ou efeito de espelhar ou espelhar-se.,Acto ou efeito de espelhar.,exact
espelhante,adjective,"Que reflecte como em espelho, que espelha. ≈ espelhento.",Que espelha,exact
espelhar,verb,Dar ou ter a imagem reflectida; deixar ver ou ver-se reflectido. ≈ reflectir.,Reflectir como um espelho,exact
espelhar,verb,+-se. Ver aquilo que é. ≈ rever-se.,"Fig. Rever-se, ter prazer na contemplação de alguém ou de alguma coisa.",exact
espelhar,verb,+-se. Bras. Olhar-se ao espelho.,Ver-se ao espelho.,exact
espelharia,noun,Local onde se fabricam e comercializam espelhos.,"Lugar, onde se vendem ou se fabricam espelhos.",exact
espelheiro,noun,"Pessoa que fabrica, conserta ou comercializa espelhos.",Fabricante ou vendedor de espelhos.,exact
espelho,noun,Superfície polida ou muito lisa que reflecte regularmente os raios luminosos que sobre ela incidem ou as imagens de objectos.,"Superfície polida, que reflecte a luz, ou que representa os objectos que estão ou se lhe põem diante.",exact
espelho,noun,"Lâmina de vidro ou cristal, de dimensões variáveis, estanhada, prateada ou platinada na face posterior, que se usa para reflectir a luz ou para produção e observação de imagens de pessoas ou de coisas.","Lâmina de vidro ou cristal polido, estanhada posteriormente, para adorno de casas ou móveis, ou para nela se rever quem se veste, se barbeia ou se enfeita.",exact
espelho,noun,"Rectângulo de fazenda que, numa peça de vestuário, como no casaco, vestido, blusa..., assenta na parte superior das costas ou do peito.","Quartos de fazenda, que, na feitura de casacos, blusas, etc., assentam no peito ou nas costas.",exact
espelho,noun,"O que se toma ou pode servir de modelo. ≈ ensinamento, exemplo.","Exemplo, ensinamento, modelo.",exact
espelho,noun,"Carp. Tábua saliente, na face de uma porta.","Carp. Tábua, que resai, de alto a baixo, na face de uma porta.",exact
espelho,noun,Carp. A face plana anterior de uma gaveta.,Carp. A face anterior de uma gaveta.,exact
espelho,noun,Constr. Parte vertical da frente do degrau. ≈ pé.,"Carp. Peça da frente de um degrau, também chamada pé.",exact
espelho,noun,"Serr. A chapa que se coloca no exterior da fechadura, rematando-a e embelezando-a, e que tem uma abertura onde entra a chave.",Chapa exterior de uma fechadura.,exact
espelho,noun,"Mús. Abertura no tampo superior da guitarra, da viola e de outros instrumentos de cordas.",Abertura no tampo de certos instrumentos de corda.,exact
espelho,noun,"Bot. Variedade de maçã ácida, de casca luzidia e avermelhada no lado exposto à luz.",Maçã de casca luzidia e encarnada.,exact
espelho,noun,"Bras. Chapa de ferro no divisor das máquinas de vapor, que tem a função de regular a entrada de vapor no cilindro.","Chapa de ferro, que, colocada no divisor das máquinas de vapor, serve para regular a entrada do vapor no cilindro.",exact
espelunca,noun,"Cova profunda e escura. ≈ antro, caverna, furna.","Caverna, cova.",exact
espelunca,noun,"Casa imunda, escura e em desordem. ≈ alfurja.",Fig. Casa imunda.,exact
espelunca,noun,Lugar esconso e sujo onde se joga; antro ou casa de jogo imunda.,"Lugar esconso, em que se joga.",exact
espenicar,verb,"Arrancar ou cortar as penas a uma ave. ≈ depenar, deplumar, desplumar.",Depenar.,exact
espenicar,verb,"Analisar ou observar em pormenor. ≈ escabichar, esmiuçar.",Fig. Analisar ou observar por miúdo.,exact
espenicar,verb,"Fam. Vestir ou enfeitar com grande cuidado, com todo o pormenor, com apuro excessivo.",Fam. Ataviar excessivamente.,exact
espeque,noun,"Pau ou estaca de madeira com que se escora ou esteia alguma coisa para não cair. ≈ escora, estaca.","Peça de madeira, com que se escora alguma coisa; escora.",exact
espeque,noun,"O que sustenta, ampara e protege. ≈ apoio.",Fig. Amparo.,exact
esperança,noun,"Acto de esperar com confiança, a aquisição um bem que se deseja e que se entrevê como provável; tendência do espírito que assenta na confiança de alcançar algo de bom.","Aguardamento de um bem que se deseja, e cuja realização se julga provável.",exact
esperança,noun,O que se espera ou deseja que suceda num futuro próximo ou longínquo; fé ou desejo ardente de que algo de bom se concretize.,"Aquilo que se espera, desejando.",exact
esperança,noun,Suposição confiante baseada em certas probabilidades. ≈ expectativa.,Expectativa.,exact
esperança,noun,"Rel. A segunda das três virtudes teologais, simbolizada por uma âncora, que leva a vontade a confiar na bondade e omnipotência divinas, e a esperar na vida eterna pelos méritos de Cristo.",A segunda das três virtudes theologaes.,exact
esperança,noun,"(…) estar/andar de esperanças, Fam., estar grávida. (…)","pl. Loc. fam. Andar de esperanças, diz-se da mulher que anda grávida.",exact
esperançoso,adjective,Que aguarda com optimismo alguém ou alguma coisa; que tem esperança. ≈ confiante.,Que dá ou tem esperança.,exact
esperançoso,adjective,Que dá motivos para que se espere com optimismo aquilo que se deseja; que promete ou dá esperança. ≈ prometedor.,Prometedor.,exact
esperanto,noun,"Ling. Língua convencional, fundada em 1887 pelo professor e médico polaco Ludwig Lamenhof, que repousa na máxima internacionalidade dos radicais internacionais e na invariabilidade dos elementos lexicológicos.","Língua internacional, fundada em 1887 pelo Dr. Zamenhof, e cuja gramática abrange apenas dezaseis regras.",exact
perfume,noun,"Cheiro agradável. ≈ aroma, fragrância, odor, olor.","Cheiro agradável, que se exala, como fumo ou como vapor, de uma substância odorífera.",exact
perfume,noun,"Produto líquido feito de essências aromáticas e geralmente a base de álcool, usado para perfumar a pele ou a roupa.","Substância aromática, especialmente a que se vende nas perfumarias.",exact
perfume,noun,Recordação ou impressão agradáveis sugeridas por uma coisa.,Fig. Suavidade; efeito agradável.,related
perfumista ,noun,Pessoa que prepara ou perfumes.,"Pessoa, que vende ou fabrica perfumes. ",exact
perfumoso ,adjective,"Que exala um aroma; que tem perfume. ≈ aromático, fragrante, odorífero.",Que exala perfume; odorífero. ,exact
perfunctório ,adjective,"Que se faz para cumprimento de uma obrigação, e não por necessidade ou por um fim útil. ","Que se pratica em cumprimento de uma obrigação, ou sem fim útil.",exact
perfunctório ,adjective,"Que é superficial, ligeiro.",Pouco útil; superficial; ligeiro. ,exact
perfuração ,noun,Acção de perfurar. ,Acto ou efeito de perfurar. ,exact
perfurador ,adjective,Que serve para abrir furos; que perfura. ≈ perfurante.,Aquilo que perfura ou é próprio para perfurar. ,exact
perfurador,noun,O que perfura.,Aquilo que perfura ou é próprio para perfurar. ,exact
perfurante ,adjective,Que perfura; que penetra. ≈ perfurador. ,Que perfura.,exact
perfurar ,verb,"Abrir um furo ou furos, no solo, na rocha, num corpo, passando através dele. ≈ furar.",Fazer furo ou furos em; penetrar. ,exact
pergamináceo ,adjective,"Que se assemelha ao pergaminho; que, pelo seu aspecto, faz lembrar essa pele. ≈ pergaminháceo. ",O mesmo ou melhor que pergaminháceo. ,exact
pergamináceo ,adjective,Que é feito de pergaminho.,O mesmo ou melhor que pergaminháceo. ,exact
pergaminháceo ,adjective,O m. que pergamináceo.,Que tem o aspecto de pergaminho,exact
pergaminho,noun,"Pele de carneiro, cordeiro ou vitela rapada e curtida, utilizada como suporte de escrita ou de pintura, ou para forrar livros e outros objectos. ","Pele de carneiro, de ovelha ou cordeiro, preparada com alúmen, e que serve especialmente para nela se escreverem coisas, que se querem conservadas por muito tempo.",exact
pergaminho,noun,Documento manuscrito nessa pele.,Documento escrito em pergaminho.,exact
pergaminho,noun,pl. Títulos de nobreza. ,Pl. Fig. Títulos de nobreza.,exact
pergunta ,noun,Acção de questionar; acto ou efeito de perguntar. ,"Frase ou frases, com que se interroga; interrogação.",related
pergunta ,noun,Palavra ou frase com que se interroga. ≈ interrogação. ,"Frase ou frases, com que se interroga; interrogação.",exact
pergunta ,noun,"Pedido de informação acerca de um facto ou da opinião de alguém. ≈ interrogação, questão. ","Frase ou frases, com que se interroga; interrogação.",related
pergunta ,noun,"Inquirição, quesito. ",Inquirição; quesito. ,exact
perguntador ,adjective,Que pergunta. ,O que pergunta;,exact
perguntador ,adjective,"Que gosta de perguntar, indagar. ≈ curioso.",o que gosta de perguntar; aquele que é curioso. ,exact
perguntador ,adjective,O que pergunta. ,O que pergunta;,exact
perguntador ,adjective,"Pessoa que gosta de perguntar, de indagar. ≈ curioso.",o que gosta de perguntar; aquele que é curioso. ,exact
perguntar ,verb,"Dizer alguma coisa em forma interrogativa, a fim de obter uma resposta; fazer uma pergunta. ≈ interrogar. ",Fazer perguntas a.,exact
perguntar ,verb,"Pedir uma informação, uma opinião...; fazer uma pergunta. ≈ indagar.",Fazer perguntas a.,narrower
perguntar ,verb,"Procurar saber o estado, a situação. ",Pedir ou buscar esclarecimentos.,exact
peri-,prefix,"Exprime a noção de a volta de, ao redor.",(designativo de à roda) ,exact
periântio ,noun,O m. que perianto.,O mesmo que perianto. ,exact
perianto ,noun,Bot. Conjunto das peças florais que rodeiam os órgãos sexuais da flor.,Bot. Invólucro exterior da flor. ,exact
períbolo ,noun,"Recinto entre um edifício e o muro que o cerca. ≈ adro, pátio. ",Espaço entre um edifício e o muro que o cerca.,exact
pericárdio ,noun,Anat. Membrana serosa que reveste o coraçao.,"Saco membranoso, que envolve o coração. ",exact
pericardite ,noun,Med. Inflamação do pericárdio.,Inflamação do pericárdio. ,exact
perícia ,noun,Qualidade do que é perito. ,Qualidade do que é perito; destreza; habilidade. ,narrower
perícia ,noun,"Destreza, habilidade, mestria. ",Qualidade do que é perito; destreza; habilidade. ,narrower
pericial ,adjective,Que tem conhecimento ou saber adquirido por experiência. ,Jur. Relativo a peritos: ,broader
pericial ,adjective,Que é feito por perito. ,Jur. Relativo a peritos: ,exact
periclitante ,adjective,"Que corre risco, que está em perigo, que periclita. ","Que periclita, que corre perigo. ",exact
periclitante ,adjective,"Que oferece pouca segurança, pouca estabilidade; que não tem solidez. ≈ inseguro, instável. ≈ estável, seguro.","Que periclita, que corre perigo. ",narrower
periclitar ,verb,"Deixar estar ou estar ameaçada a integridade, a segurança, a estabilidade, a solidez; fazer correr ou correr perigo ou risco. ",Estar em perigo. ,exact
perídromo ,noun,Arquit. Galeria ou espaço coberto em redor de um edifício.,"Espaço coberto, em volta de um edifício. ",exact
perieco ,noun,"pl. Geog. Habitantes da Terra que vivem na mesma latitude, mas em longitudes que diferem 180o.","Geogr. Habitantes da Terra que, tendo a mesma latitude, têm longitude oposta ou 190° de diferença. ",exact
periferia ,noun,Geom. Linha que delimita uma figura geométrica curvilínea. ,Contorno de uma figura curvilínea.,exact
periferia ,noun,Geom. Superfície externa de um sólido. ,Superfície de um sólido.,exact
periforme ,adjective,Que tem forma de pera. ≈ piriforme.,Que tem forma de pêra. ,exact
perífrase ,noun,"Ling. Figura de estilo que consiste na substituição de uma palavra ou expressão por outras, com o intuito de encobrir ou suavizar a realidade ou descreve-la de modo mais explícito e analítico. (…)","Conjunto de palavras ou frases, empregadas em vez de uma só palavra ou termo próprio. Circunlóquio.",exact
perifrástico,adjective,Ling. Que se exprime por uma perífrase; que é relativo a perífrase. ,Relativo à perífrase. ,narrower
perifrástico,adjective,Literat. Que abunda em perífrases.,Relativo à perífrase. ,narrower
perigar ,verb,"Estar ameaçada ou em risco, a existência, a integridade de alguém ou de alguma coisa; correr perigo. ≈ periclitar. ",Correr perigo; estar em perigo; periclitar. ,exact
perigar ,verb,Region. Abortar involuntariamente.,Prov. Abortar involuntariamente. ,exact
perigeu ,noun,Astr. Ponto da órbita de um astro ou satélite artificial em que este se encontra mais próximo da Terra. ≈ apogeu. ,"Astron. Ponto, em que a órbita de um planeta está mais próxima da Terra. ",exact
perigo ,noun,"Situação, circunstância que ameaça, que poe em risco a integridade física de uma pessoa ou a existência de uma coisa. ≈ risco. ","Estado, em que alguma coisa se receia; risco.",exact
perigo ,noun,"Aquilo que constitui uma ameaça, que compromete a segurança, a saúde, o bem-estar das pessoas ou o desaparecimento de alguma coisa. ≈ risco. ",Gravidade.,exact
perigo ,noun,Region. Aborto involuntário.,Prov. Aborto involuntário. ,exact
perigo ,noun,Region. (Alg.). Descarga eléctrica acompanhada de relâmpago e trovão. ≈ raio. (…),Prov. Aborto involuntário. ,exact
perigosamente ,adverb,Com risco de sofrer ou de causar danos na integridade física ou ameaçando a própria existência de alguém ou de alguma coisa; de modo perigoso. ,De modo perigoso; com perigo ou risco. ,exact
perigoso,adjective,"Que constitui uma ameaça, que poe em risco a integridade física de uma pessoa ou a existência de uma coisa; que causa perigo. ≈ inofensivo.",Em que há perigo; que causa perigo; que ameaça perigo. ,exact
perigoso,adjective,Que apresenta possibilidade de perigo. ,Em que há perigo; que causa perigo; que ameaça perigo. ,exact
perigoso,adjective,Desus. Que corre perigo de vida.,Em que há perigo; que causa perigo; que ameaça perigo. ,narrower
perimetria ,noun,Geom. Avaliação do perímetro.,Medida do perímetro. ,exact
perimétrico,adjective,Que é relativo a perímetro.,Relativo ao perímetro. ,exact
perímetro ,noun,Geom. Linha que limita o contorno de uma figura plana. ,"Linha, que contorna uma figura.",exact
perimir ,verb,Pôr termo a uma acção judicial. ,Pôr termo a (acção ou instância judicial). ,exact
periodicamente ,adverb,"De tempos a tempos; com intervalos de tempo mais ou menos regulares; em espaços de tempo ou períodos constantes, ao longo do tempo. ≈ ciclicamente, ocasionalmente, regularmente. ",De modo periódico. ,narrower
periodicidade ,noun,Carácter do que é periódico.,Qualidade daquilo que é periódico. ,exact
periódico ,adjective,Que é relativo a período.,Relativo a período.,exact
periódico ,adjective,"Que acontece, sucede ou se faz em intervalos mais ou menos regulares; que tem lugar em períodos mais ou menos iguais. ≈ cíclico, regular. ≈ irregular.",Que se repete em determinados tempos.,exact
periódico ,adjective,"Que acontece, sucede ou se manifesta em horas ou dias fixos, certos; que se apresenta em períodos fixos. ≈ cíclico, regular. ≈ irregular. ",Que em certas horas ou em certos dias manifesta certos fenómenos ou sintomas.,exact
periodizar ,verb,Dividir em espaços de tempo ou períodos de extensão ou duração variável; estabelecer períodos. ,Neol. Dividir em períodos; expor por períodos. ,exact
período ,noun,"Intervalo de tempo de extensão variável. ≈ época, altura. (…)","Tempo, que decorre entre dois factos.",exact
período ,noun,"Espaço de tempo de duração, mais ou menos determinada, caracterizado por um dado fenómeno. ≈ fase. ","Tempo, durante o qual um astro faz a sua revolução.",related
período ,noun,Mat. Parte de uma dízima infinita que se repete indefinidamente.,"Aritm. Parte de uma fracção periódica, que se reproduz infinitamente. ",exact
periósteo ,noun,Anat. Membrana conjuntiva e fibrosa que reveste externamente os ossos.,"Anat. Membrana fibrosa, que reveste os ossos. ",exact
peripatético ,adjective,Filos. Que é relativo a Aristóteles e a sua doutrina. ,Relativo à filosofia de Aristóteles.,exact
peripatético ,adjective,"Filos. Que é partidário do aristotelismo, da doutrina aristotélica. ",Que segue a doutrina de Aristóteles.,exact
peripatético ,adjective,"Que ensina, passeando. ","Que se ensina, passeando. ",exact
