lemma,pos,sense_source,sense_target,semantic_relationship
aparatu,noun,etxean nahiz bulegoan erabiltzeko tresna iraunkorra,"helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua",narrower
aparatu,noun,helburu jakin baterako sortutako tresneria,"helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua",broader
arau,noun,joko bat definitzen edo kirol bat zuzentzen den modua,jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea,narrower
arau,noun,zerbait nola egin behar den adierazteko argibidea,jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea,narrower
arau,noun,ardatz edo gidaritzat hartzen dena,jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea,broader
arazo,noun,konponketa eskatzen duen eragozpen edo zailtasun egoera,askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa,narrower
arazo,noun,askabide edo erantzuna eskatzen duen gaia,askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa,exact
arazo,noun,zerbait lortzeko zailtasunaren iturria,"zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka",related
arazo,noun,edozein eratako eragozpen edo neke agertzen dituen egitekoa,askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa,narrower
arazo,noun,zerbaitek eskatzen duen ardura,"zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka",narrower
argitasun,noun,ulertzeko gaitasuna,"gauzak ulertzeko ahalmena, argia",exact
argitasun,noun,"zerbait azaltzen, ulertarazten duen zera",argibidea,exact
argitasun,noun,argitasun asko egotea,argia denaren nolakotasuna,related
argitasun,noun,"koadro, argazki edo margoetan sortzen den efektua",argia denaren nolakotasuna,narrower
arrazoi,noun,sen ona eta zentzumena edukitzearen egoera,"adimena, ahalmen intelektuala",exact
arrazoi,noun,existitzen edo gertatzen den zerbaiten justifikazioa,zerbait frogatzeko argudioa,exact
arrazoi,noun,zenbait gertakarien kausaren azalpen bat,"zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera",exact
arrazoi,noun,zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria,zerbait frogatzeko argudioa,broader
arrazoi,noun,zerbaitekin osoa edo konsistentea izatea edo logikan oinarritua egotea,"zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera",broader
arrazoi,noun,arrazoiarekin edo argumentu logikoekin defendagarria den eragingarria,zerbait frogatzeko argudioa,broader
aste,noun,7 egunetako edozein denboraldi,zazpi eguneko epea,exact
aste,noun,"astelehenetik hasita, elkarren segidako zazpi egun irauten duen denboraldia","ondoz ondoko zazpi egunen segida, igandetik larunbatera (ohiko erabileran astelehenetik igandera) doana",exact
aste,noun,asteko lan ordu edo egunak,"asteguna, laneguna (gehienetan, jai ideiarekin aurrez aurre)",exact
atari,noun,hainbat eraikinen sarreran egoten den espazio estali gabe eta gehienetan arkupez inguratua,"eraikinaren ate-ingurua edo sarbide-ingurua, barrukoa nahiz kanpokoa",narrower
atari,noun,"zerbaiten aurreko uneak, hasiera edo sarrera","zerbaiten aurreko uneak, hasiera edo sarrera",exact
atari,noun,"eraikinaren ate- edo sarbide-ingurua, barrukoa nahiz kanpokoa","eraikinaren ate-ingurua edo sarbide-ingurua, barrukoa nahiz kanpokoa",exact
aukera,noun,posible denaren nolakotasuna,zerbait egiteko abagunea edo ahalbidea,related
aukera,noun,momentu erabakigarri batean ematen den gertaera,zerbait egiteko abagunea edo ahalbidea,narrower
aukera,noun,ustekabean ematen den gertaera zorionekoa,zerbait egiteko abagunea edo ahalbidea,exact
aukera,noun,multzo batetik nahiaren arabera har daitezkeen zeretako bakoitza,multzo batetik nahiaren arabera har daitezkeen zeretako bakoitza,exact
aukera,noun,aukera daitezkeen gauzen multzoa; ugaritasuna,aukera daitezkeen gauzen multzoa; ugaritasuna,exact
aukera,noun,aukeratutako pertsona edo gauza,aukeratzea,related
aurkako,noun,garaitu beharreko lehiakidea,"norbaitekiko, berak lortu nahi duena lortu nahi duen beste edonor; lehiakidea",narrower
aurkako,noun,lehiaketa batean lehiakidea,"norbaitekiko, berak lortu nahi duena lortu nahi duen beste edonor; lehiakidea",narrower
aurkako,noun,zerbaiten aurka dena,zerbaiten edo norbaiten aurka dagoena,exact
babes,noun,norbait edo zerbait babesteko edo hornitzeko ematen den laguntza emozionala nahiz materiala,zerbait aurrera ateratzeko ematen den laguntza,narrower
babes,noun,zerbait aurrera ateratzeko ematen den laguntza (erakundeez batez ere),zerbait aurrera ateratzeko ematen den laguntza,exact
babes,noun,arrisku edo kalte batetik babestea,"eragozpen eta erasoetatik gordetzen, zaintzen edo begiratzen duen zera",broader
babes,noun,"zerbait erasoetatik gordetzeko, zaintzeko edo begiratzeko aktibitatea","eragozpen eta erasoetatik gordetzen, zaintzen edo begiratzen duen zera",exact
babes,noun,"politika kontuetan, arrisku ezaren egoera","tokiez mintzatuz, babesean dagoena",related
babes,noun,arriskutik babesa eta intimitatea ematen duen egitura,"eragozpen eta erasoetatik gordetzen, zaintzen edo begiratzen duen zera",narrower
babes,noun,babesean dagoen tokiaz esaten da,"tokiez mintzatuz, babesean dagoena",exact
bake,noun,"jendarteko baretasuna, liskarrean edo borrokan ez dauden pertsonen arteko egoera","jendarteko baretasuna, borrokan ez dauden pertsonen arteko egoera",exact
bake,noun,leku-publikoetako segurtasuna,"jendarteko baretasuna, borrokan ez dauden pertsonen arteko egoera",related
bake,noun,gerran ez egotearen egoera,besteren batekin gerran ez dagoen nazioaren egoera; nazioarteko borrokarik eza,exact
bake,noun,istilurik gabeko harreman-egoera orekatua,"inolako ezinegonak, ondoezak edo grinak asaldatzen ez duen baretasunezko egoera",exact
bake,noun,"inolako ezinegonek, ondoezek edo grinak asaldatzen ez duen baretasunezko egoera","inolako ezinegonak, ondoezak edo grinak asaldatzen ez duen baretasunezko egoera",exact
bandera,noun,"itsasontzien, eta bereziki traineruen, arteko norgehiagoka",(Kir.) estropadetako lehen saria,exact
bandera,noun,"ehun zatia, diseinu jakin bat duena, eta ikurtzat erabiltzen dena","estatu, nazio edo talde baten koloreak edo armarria dituen ehun-zatia, ikurtzat erabiltzen dena",broader
bandera,noun,zeinu desberdinak adierazteko ehun zatia,"ezaugarria, adierazgarria, ikurra",exact
banku,noun,"odola, gorputzeko hainbat organo, esperma eta abar jaso, gorde eta banatzeaz arduratzen den zerbitzu publiko edo pribatua","(Med.) odola, gorputzeko hainbat organo, esperma eta abar jaso, gorde eta banatzeaz arduratzen den zerbitzu publiko edo pribatua",exact
banku,noun,bezeroen diru-gordailuak onartu eta kreditu-eragiketak burutzen dituen enpresa publiko edo pribatua,bezeroen diru-gordailuak onartu eta kreditu-eragiketak burutzen dituen enpresa publiko edo pribatua,exact
banku,noun,"eserleku luzea, bizkarduna nahiz bizkarrik gabea, hainbat lagun batera esertzeko aukera ematen duena","eserleku luzea, bizkarduna nahiz bizkarrik gabea, hainbat lagun batera esertzeko aukera ematen duena",exact
banku,noun,banketxea,banketxea,exact
batasun,noun,batuta egotearen egoera,"bat denaren, bat eginda dagoen edo daudenen nolakotasuna edo egoera",exact
batasun,noun,unitate bakar bat bihurtzearen ekintza,"batzea, bateratzea",exact
batasun,noun,jendarte multzo baten erakundea,elkartea,exact
batasun,noun,ekintza bateratu bat burutzeko eta bere indarra handitzeko jendarte edo talde batzuek sortu duten unitate politiko bat,elkartea,narrower
batasun,noun,antzeko interesak dituzten eta ekintza bateratu bat burutzeko biltzen diren nazioen multzoa,elkartea,narrower
bikote,noun,espezie bereko animalia arrak eta emeak osatutako multzoko kideetako bat,espezie bereko animalia arrak eta emeak osatutako multzoa,exact
bikote,noun,ezkonduta dagoen bikotearen kideetako bat,maitasun-harremanez lotutako bi pertsonaren taldea,related
bikote,noun,bi antzezlek edo interpretatzailek osatutako taldea,bi lagunez osatutako taldea; kide diren bi izakik osatutako taldea,narrower
bikote,noun,elkarrekin bizi edo maitasun-harremanez lotutako bi pertsonaren taldea,maitasun-harremanez lotutako bi pertsonaren taldea,exact
bikote,noun,bi lagunez osatutako taldea bat bezala hartzen denean,bi lagunez osatutako taldea; kide diren bi izakik osatutako taldea,exact
bikote,noun,bi lagunez osatutako taldeko kideetako bat,bi lagunez osatutako taldea; kide diren bi izakik osatutako taldea,related
bilkura,noun,deialdi bati erantzunez bildutako jende multzoa,bilera,exact
bilkura,noun,helburu jakin bat lortzeko bildutako pertsona taldea,elkartea,narrower
bilkura,noun,jendarte multzo baten erakundea,elkartea,exact
bilkura,noun,formalki finkatutako topaketa,bilera,narrower
bilkura,noun,"hainbat gauzaz edo elementuz osaturiko bilduma, gauza bakarra bailitzan hartzen dena","pilaketa, bilduma",exact
bilkura,noun,bereziki erakunde jakin batek dagozkion arazoei buruz hitz egiteko eta erabakiak hartzeko aldian-aldian egiten duena,bilera,narrower
bilkura,noun,lagun arteko topaketa,bilera,exact
bilkura,noun,biltzeko gizarte ekintza,bilera,exact
bisita,noun,bisitatzaileak lotutako hitzordua,bisitatzea; bisitatzen den aldi bakoitza,exact
bisita,noun,norbait edo zerbait ikustera joan eta berarekin edo bertan halako denboraz egotea,bisitatzea; bisitatzen den aldi bakoitza,exact
bisita,noun,bisitatzen duen pertsona,bisitatzen duen pertsona,exact
bisita,noun,kargudun batek edo egiten duena,bisitatzen duen pertsona,narrower
bitarteko,noun,"zerbait lortzeko bitartekoa izan daitekeen ahalbidea, tresna","zerbait lortzeko baliagarri den gauza, tresna",exact
bitarteko,noun,norbaitek eta bereziki herri batek dituen edo erabil ditzakeen ondasun edo ahalbide materialak,"zerbait lortzeko baliagarri den gauza, tresna",narrower
bitarteko,noun,zerbait lortzeko baliagarri den gauza,"zerbait lortzeko baliagarri den gauza, tresna",exact
botere,noun,estatu edo lurralde bat gobernatzen duen organo politikoa,agintaritza; herri bateko gobernua,exact
botere,noun,zerbait egiteko baliabideen jabetza,"zerbaitetarako ahala, indarra edo eskua",exact
botere,noun,agintzeko boterea edo eskua,"zerbaitetarako ahala, indarra edo eskua",exact
botere,noun,boterea edota autoritatea duen edo erabiltzen duen norbait edo zerbait,eratutako edozein autoritate,exact
botere,noun,zerbaitek edo norbaitek beste zerbaitetan edo norbaitengan ondoren bat eragitea,"zerbaitetarako ahala, indarra edo eskua",related
boto,noun,"hauteskundeetan edo bozketa batean, norbaiten nahiaren adierazpidea",hauteskunde edo zerbait erabaki behar den batzar batean adierazten den iritzia,exact
boto,noun,bozketa batean norbaiten nahia adierazten duen agiria,hauteskunde edo zerbait erabaki behar den batzar batean adierazten den iritzia,exact
boto,noun,botoa emateko ahalmena edo eskubidea,botoa emateko ahalmena edo eskubidea,exact
boto,noun,interes berdinak dituzten hautesleen multzoa,hauteskunde edo zerbait erabaki behar den batzar batean adierazten den iritzia,related
deklarazio,noun,legezko esparruetan egiten den baieztapena,"(Zuz.) epailearen edo dagokionaren aurrean, egiten zaizkion galderei erantzunez lekukoak edo erruztatuak egiten duen adierazpena",exact
deklarazio,noun,jendaurrean zerbait jakinaraziz egiten den izkribua,(Pol.) nazioarteko erakunde edo batzarrek eginiko testu garrantzitsuenek hartzen duten izena,exact
denbora,noun,definitu gabeko periodoa edo garaia (ezaugarri edo aktibitate zenbaitekin markaturikoa bereziki),gauzak gertatzen eta izakiak aldatzen diren bitarte mugagabea; delako bitarte horren zati mugatua,exact
denbora,noun,"kontzeptu nozionala, aditzak adierazten duen ekintza kronologikoki noiz gertatu den azaltzen duena (denbora estralinguistiko edo semantikoari dagokio; orainaldian, iraganaldian eta geroaldian gauzatzen da)","(Hizkl.) aditzak adierazten duen ekintza kronologikoki noiz gertatu den azaltzen duen kontzeptua (orainaldian, iraganaldian eta geroaldian gauzatzen da)",exact
denbora,noun,gertakariak agertzen diren esperientziaren continuum-a,gauzak gertatzen eta izakiak aldatzen diren bitarte mugagabea; delako bitarte horren zati mugatua,related
denbora,noun,zerbait burutzeko kontrolpean eta beharrezkoa den denbora periodoa,garaia,narrower
diru,noun,"trukerako erabiltzen den baliabiderik arruntena, erabilera legaleko moneta gisa funtzionatzen duena","salgaiak ordaintzeko edota hainbat obligazio kitatzeko gizarteak, oro har, ordainbidetzat onartzen duen guztia",exact
diru,noun,produktuen balioa adierazteko herrialde bakoitzak darabilen unitatea,"produktuen prezioa adierazteko erabiltzen den unitatea (txanponetan, billetetan gauzatua), salerosketarako eta trukerako erabilia",exact
diru,noun,trukerako erabiltzen den metalezko pieza (disko-formakoa normalki),txanpona,exact
egia,noun,errealitatearekin bat etortzea,esaten denaren eta errealitatearen arteko adostasuna; errealitatearekin bat datorren esakunearen ezaugarria,exact
egia,noun,egiazko adierazpena,arrazoiz edo zentzuz esandakoa,related
egoera,noun,koiuntura edo gertakarien konbinazio kritikoa,zerbait edo norbait dagoen modua,related
egoera,noun,zerbait edo norbait dagoen modua,zerbait edo norbait dagoen modua,exact
egoera,noun,"materia bere atomo eta molekulen arteko kohesio-mailaren arabera naturan egon daitekeen lau moduetako bakoitza (solido, likido, gas eta plasma)",(Fis.) materia bere atomo eta molekulen arteko kohesio-mailaren arabera naturan egon daitekeen moduetako bakoitza,exact
ekitaldi,noun,jendaurreko ekinaldi berezia,jendaurreko ekintza antolatua,exact
ekitaldi,noun,bilera edo ospakizun formal edo ofiziala,jendaurreko ekintza antolatua,related
ekitaldi,noun,"antzerti-lan bat, opera bat edo baleta banatzen den zati nagusietako bakoitza, agerraldietan banatzen dena","(Antz.) antzerki-lan bat banatzen den zati nagusietako bakoitza, agerraldietan banatzen dena",exact
ekitaldi,noun,"enpresetako jarduera eta emaitzei dagokienez, legez eta praktikoki erreferentzia gisa hartzen den denbora-unitatea (normalean urte bat)","(Kont.) jarduera eta emaitzei dagokienez, legez eta praktikoki erreferentzia gisa hartzen den denbora-unitatea (normalean urte bat)",exact
elkarte,noun,antzeko interesak dituzten eta ekintza bateratu bat burutzeko biltzen diren nazioen multzoa,"itun ekonomiko, politiko eta abarrez lotutako estatuen multzoa",exact
elkarte,noun,irabazi ekonomikoak lortzeko helburu jakinarekin elkartzen diren lagunen multzoa,helburu jakin batek era arautuan elkartzen dituen lagunen multzoa,narrower
elkarte,noun,jendarte multzo baten erakundea,elkartasuna,exact
emaitza,noun,norbaiti zerbait ematea; hutsean ematen den gauza,norbaiti zerbait ematea; hutsean ematen den gauza,exact
emaitza,noun,arazo baten konponbidea azaltzen duen adierazpena,"matematika-eragiketa, beste zenbait eragiketa, kirol-lehiaketa eta abarren ondorioa",narrower
emaitza,noun,"proba, joko, kirol, etab.etan lortutako puntu-kopurua","matematika-eragiketa, beste zenbait eragiketa, kirol-lehiaketa eta abarren ondorioa",narrower
entsegu,noun,zerbait probatzearen ekintza,saioa,exact
entsegu,noun,literatur lan analitiko edo interpretatiboa,(Lit.) saiakera,exact
entsegu,noun,hitzaldi edo kontzertu publiko bat prestatzeko jarduna,ikuskizun edo kontzertu bat publikoaren aurrean egin aurretik egiten diren prestakuntza-saioetako bakoitza,exact
entsegu,noun,helburua lortzeko egiten den ekintza,saioa,exact
epai,noun,esku duenak hartutako erabakia,esku duenak hartutako erabakia,exact
epai,noun,epaile baten erabakiaren arrazonamendua azaltzen duen dokumentu legala,"(Zuz.) epaile baten erabakia, prozesuari amaiera ematen diona",related
epai,noun,"epaile baten erabakia, prozesuari amaiera ematen diona","(Zuz.) epaile baten erabakia, prozesuari amaiera ematen diona",exact
epai,noun,auzitegiak judizioa eragin duten gertakariak ikus ditzan burutzen den egintza judiziala,"(Zuz.) epaile baten erabakia, prozesuari amaiera ematen diona",related
epai,noun,"lanabes zorrotz baten bidez zerbaiten jarraitutasuna eten, zerbait bereizi edo zatitu",ebakia,exact
epe,noun,zerbait egiteko denbora bitartea; nolabait mugatutako denbora bitartea,zerbait egiteko dagoen edo ematen den denbora-bitartea; nolabait mugatutako denbora-bitartea,exact
epe,noun,"ordaindu beharreko zenbateko osoaren zatietako bakoitza, egun jakinetan ordaintzeko dena","ordaindu beharreko zenbateko osoaren zatietako bakoitza, egun jakinetan ordaintzeko dena",exact
epe,noun,zerbait egiteko zehazten den denbora-muga,zerbait egiteko dagoen edo ematen den denbora-bitartea; nolabait mugatutako denbora-bitartea,exact
eraikuntza,noun,eraikia izan den egitura,"eraikina, eraikitzearen ondorioa",exact
eraikuntza,noun,eraikinak egiteko merkataritza-jarduera,eraikinak egiteko jarduera,exact
eraikuntza,noun,zerbait eraikitzearen egintza,eraikinak egiteko jarduera,broader
eraikuntza,noun,"eraikitako obra, eraikitzearen ondorioa; batez ere etxebizitza eta antzeko beste erabilera batzuetarako izaten dena (antzoki, lantegi...)","eraikina, eraikitzearen ondorioa",exact
eredu,noun,bere nolakotasun bikainengatik nork bere egitekoetan jarraitzen duen pertsona edo jarraitu beharko lukeena,zerbait egiteko edo moldatzeko iturburutzat hartzen den edo hartzeko ematen dena; bere nolakotasun bikainengatik nork bere egitekoetan jarraitzen duena edo jarraitu beharko lukeena,exact
eredu,noun,jarraitzekoa edo imitatzekoa izan daitekeela uste den egite edo jokaera,zerbait egiteko edo moldatzeko iturburutzat hartzen den edo hartzeko ematen dena; bere nolakotasun bikainengatik nork bere egitekoetan jarraitzen duena edo jarraitu beharko lukeena,exact
eredu,noun,problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema,(Fis.) problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema,exact
erresuma,noun,errege edo erregina buru den lurralde edo estatua,errege edo erregina buru den lurralde edo estatua,exact
erresuma,noun,erregek edo erreginak agintzen duen lur eremua,errege edo erregina buru den lurralde edo estatua,exact
erresuma,noun,errege edo erregina buru duen monarkia,errege edo erregina buru den lurralde edo estatua,exact
erresuma,noun,zerbait edo norbait materiala edo immateriala nagusi den eremu erreal edo alegiazkoa,zerbait edo norbait nagusi den eremu erreal edo alegiazkoa,exact
erresuma,noun,unitate politiko bakarraren baitan dagoen gizaki multzoa,estatu bat osatzen duen zernahi herrialde,related
erritmo,noun,"poesian, silaba azentudunak eta azentugabeak, luzeak eta laburrak konbinatzeko era","(Lit.) poesian, silaba azentudunak eta azentugabeak, luzeak eta laburrak konbinatzeko era. Metrika da erritmoaren azterketaz arduratzen den atala",exact
erritmo,noun,gertakizun edo fenomeno baten denboran zeharreko errepikapen ordenatua,gertakizun edo fenomeno baten denboran zeharreko errepikapen ordenatua,exact
erritmo,noun,"musika- edo dantza-estilo jakin baten patroia den abiadura, konpas eta azentuek osatutako unitatea","(Mus.) musika- edo dantza-estilo jakin baten patroia den unitatea, halako tempoa, konpasa eta azentu-banaketa ezaugarri dituena",exact
eskaintza,noun,prezio jakin baten truke merkatuko eskariari erantzuteko ezartzen diren ondasun eta zerbitzuen multzoa,(Ekon.) prezio jakin baten truke merkatuko eskariari erantzuteko ezartzen diren ondasun eta zerbitzuen multzoa,exact
eskaintza,noun,liburu baten lehen orrialdeetan hura norbaiti eskainiz jartzen den testua,"obra baten, bereziki liburu baten, lehen orrialdeetan hura norbaiti eskainiz jartzen den testua",exact
eskaintza,noun,eskaintzearen hizketa ekintza,eskaintzea (ekintza eta ondorioa),narrower
eskuin,noun,"politikan, alde ez-aurrerakoia, alderdi politiko kontserbadoreen multzoa eta korrontea","politikan, aurrerakoia ez dena, alderdi politiko kontserbadoreen multzoa eta korrontea",exact
eskuin,noun,eskuineko eskua,so egilearen bihotzaz bestaldeko aldea,related
eskuin,noun,so egilearen bihotzaz bestaldeko aldea,so egilearen bihotzaz bestaldeko aldea,exact
eskuin,noun,"gorputz-adar batez egiten diren zereginetan, eskuinekoez trebeago moldatzen dena","gorputz-adar batez egiten diren zereginetan, eskuinekoez trebeago moldatzen dena",exact
estatu,noun,"hainbat estatutako banaketa administratiboa, eskuarki botere zentralaren mende dagoena","boterea gauzatzen duten erakundeen multzoa; botere publiko zentrala, botere lokalei kontrajarria",exact
estatu,noun,estatu subirano baten gobernua osatzen duen gizaki multzoa,"boterea gauzatzen duten erakundeen multzoa; botere publiko zentrala, botere lokalei kontrajarria",related
estatu,noun,unitate politiko bakarraren baitan dagoen gizaki multzoa,lurralde mugatuan finkatua eta botere subiranoz hornitua dagoen unitate politikoa,related
estatu,noun,"herri bat bizi den lurraldea, berezko mugak nahiz artifizialak dituena",lurralde mugatuan finkatua eta botere subiranoz hornitua dagoen unitate politikoa,related
etxe,noun,bizi zaren lekua,etxebizitza,exact
etxe,noun,familia bat edo gehiago bizitzeko balio duen eraikuntza,gizakia bizitzeko prestatzen den edozein eraikin,exact
etxe,noun,aristokrazia-leinua,"familia; leinua, dinastia",exact
ezker,noun,ezker aldean dagoen lekua edo harako norabidea duena,so egilearen bihotza dagoen aldea,exact
ezker,noun,ezarritako ordena aldarazten saiatzen direnak,"politikan, alde aurrerakoia, alderdi politiko ez-kontserbadoreen multzoa eta korrontea",exact
ezker,noun,gorputzaren ezker aldean dagoen eskua,so egilearen bihotza dagoen aldea,related
eztabaida,noun,politikarien artean ematen diren solasaldi formal eta arautuak,"pertsona batzuen arteko solasaldi formala, bakoitzak bere iritzien eta besteenen aldeko eta kontrako argudioak azaltzea",narrower
eztabaida,noun,gai batekiko liskar edo desadostauna,gairen bati buruz iritzi desberdinak dituzten pertsonen arteko jarduna edo hitzezko liskarra,exact
eztabaida,noun,"pertsona batzuen arteko solasaldi formala, bakoitzak bere iritzien eta besteenen aldeko eta kontrako argudioak azaltzea","pertsona batzuen arteko solasaldi formala, bakoitzak bere iritzien eta besteenen aldeko eta kontrako argudioak azaltzea",exact
gaizki,noun,suntsiketa eta zoritzarra sortzen duena,"gaitza, bekatua",related
gaizki,noun,nnorbaiti edo zerbaiti beste norbaitek edo zerbaitek eragiten dion txarrerako aldaketa,"gaitza, bekatua",related
gaizki,noun,norbaiti edo zerbaiti beste norbaitek edo zerbaitek eragiten dion hondamena,"gaitza, bekatua",related
garapen,noun,aldaketen segida,garatzea (ekintza eta ondorioa),exact
garapen,noun,zerbait edo norbait gero eta perfekzio- edo konplexutasun-maila handiagoa duten egoeren segida batetik igarotzea edo igoaraztea,"(Ekon.) ekonomia-sistema baten eta bere funtzionamenduaren hobekuntza kualitatibo eta egonkorra (industrializazioa, errenta nazionalaren maila, inbertsioak eta abar)",related
garapen,noun,izaki bizien garapenean mailaka eta norabide berean egiten diren aldaketen segida,garatzea (ekintza eta ondorioa),narrower
garapen,noun,izaki biziduna nahiz honi dagokion zerbait ezarian handituz joan,garatzea (ekintza eta ondorioa),narrower
gizaki,noun,Lurrean bizi diren gizakien multzoa,gizon-emakumeak oro har; gizon-emakumeen multzoko banako bakoitza,related
gizaki,noun,gizon-emakumeen multzoko bakoitza,gizon-emakumeak oro har; gizon-emakumeen multzoko banako bakoitza,exact
gizaki,noun,"gizaki arra, haurrik izan ez dezakeen sexukoa dena",gizasemea,exact
gobernu,noun,estatu edo lurralde bat gobernatzen duen organo politikoa,estatu edo lurralde bat gobernatzen duen organo politikoa,exact
gobernu,noun,"gobernatzearen ekintza eta ondorioa, agintea exekutatu",gobernatzea (ekintza eta ondorioa),exact
gobernu,noun,zerbait zuzentzeko ekintza,gobernatzea (ekintza eta ondorioa),related
gobernu,noun,estatu edo lurralde bat gobernatzen den forma instituzional edo politikoa,estatu edo lurralde bat gobernatzen duen organo politikoa,exact
gorputz,noun,"masa duen 3 dimentsioko objektua, beste objektuengandik bereizten dena",(Fis.) tamaina definitua duen materia-zatia,related
gorputz,noun,"buru, lepo eta gorputz-adarrik gabeko gorputz-atala",gizaki edo animalien enborra,exact
gorputz,noun,animalia nahiz giza gorputz hila,"hilotza, gorpua",exact
gorputz,noun,organismo baten egitura fisiko osoa (animalia eta gizakiena bereziki),animalia osatzen duen materia organikozko multzoa,exact
