lemma,pos,sense_source,sense_target,semantic_relationship
kaitsma,verb,"rünnakut, ohtu, vägivalda tõrjuma või eemal hoidma","kallaletungi, rünnakut, vägivalda, ohtu tõrjuma või vältida püüdma",exact
kaitsma,verb,kahjulikku tegevust või mõju ära hoidma,mingit kahjulikku või ebasoovitavat tegevust või mõju ära hoidma,exact
kaitsma,verb,kellegi kaitsjana esinema,"kellegi või millegi eest seisma, seda õigustada püüdma",exact
kajut,noun,meeskonna või sõitjate eluruum laevas,meeskonna või reisijate eluruum laevas,exact
kakao,noun,teatud puu seemned või nendest valmistatud pruun pulber. Kakaod kasutatakse šokolaadi tegemisel,kakaoubadest jahvatatud pulber,exact
kakao,noun,sellest pulbrist ja soojast piimast või veest segatud jook,"kakaopulbrist, suhkrust ja piimast valmistatud jook",exact
kaklus,noun,"(tülist alguse saanud) võitlus, kus teineteise vastu kasutatakse füüsilist jõudu","käsitsi koos olles, hoope jagades tülitsemine",exact
kaks,numeral,2,põhiarv 2,broader
kaks,numeral,2,number 2,broader
kakssada,numeral,200,põhiarv 200,exact
kaksteist,numeral,12,põhiarv 12,exact
kala,noun,"loom, kes elab ja hingab vees","vees elav kõigusoojane selgroogne, kes hingab lõpustega, liigub uimede ja saba abil ning on hrl kaetud soomustega",exact
kala,noun,kala toiduna,(see toiduks valmistatuna),exact
kalamees,noun,"inimene, kes püüab kala, ka elukutsena","kalastaja, kalapüüdja",exact
kalduma,verb,liikumisel esialgsest või õigest suunast kõrvale minema,esialgsest liikumissuunast kõrvale minema või sattuma,narrower
kalduma,verb,"mingis suunas (näiteks vasakule, paremale, ettepoole) vajuma",esialgsest liikumissuunast kõrvale minema või sattuma,narrower
kalduma,verb,mingis suunas arenema,mingis suunas arenema,exact
kalender,noun,"tabel või raamat, mis sisaldab ühe aasta päevade, nädalate ja kuude loetelu","tabel või raamat, mis sisaldab aasta päevade, samuti riiklike ja ühiskondlike tähtpäevade ja pühade loetelu, sageli ka mitmesuguseid muid teateid ja andmeid",exact
kallal,adposition,"osutab kellelegi, keda rünnatakse, või asjale, millega toimub midagi halba","sõnade või jõuga ründamas, tülikalt millegi küljes",exact
kallal,adposition,"osutab sellele, millega keegi tegeleb","seisundis, kus ollakse millegagi tegevuses",exact
kallale,adverb,"osutab vägivalla kasutamisele või kellelegi, keda rünnatakse","sõnade või jõuga ründama, tülikalt millegi külge",exact
kallale,adverb,"koos sõnaga <i>asuma</i>: osutab sellele, millega keegi tegelema hakkab","seisundisse, kus ollakse millegagi tegevuses",exact
kallis,adjective,"selline, mis maksab palju","palju raha maksev, kõrge hinnaga",exact
kallis,adjective,armas,"väga armastatud, kellegi südant, hinge liigutav, sinna kuuluv",exact
kamm,noun,"lame plastist või metallist ese, millega saab juukseid korda seada",piidega ese juuste korrastamiseks või soengu kinnitamiseks ja kaunistamiseks,exact
kana,noun,"emane lind, keda inimesed kasvatavad, et liha ja mune saada","munade ja liha pärast peetav, eeskätt emane kodulind",exact
kana,noun,kana toiduna,(selle linnu liha toiduna),exact
kand,noun,jalalaba tagumine osa,labajala tagumine osa,exact
kand,noun,vastav koht näiteks sokil või jalanõul,"seda kattev kinga, saapa, suka või soki tagumine osa",exact
kandidaat,noun,"inimene, kes on esitatud valimiseks mingisse organisatsiooni või mingile ametikohale","inimene, kes on esitatud valimiseks mingile (ameti)kohale, vastuvõtmiseks mingisse organisatsiooni, mingi auhinna saamiseks või kes taotleb mingit kohta, tiitlit vms",exact
kandiline,adjective,"nurkadega, mitte ümmargune",mitme (enam-vähem) kantis tahu või nurgaga,exact
kandma,verb,"üles tõstma ja edasi, teise kohta viima","hrl üles tõstetuna edasi toimetama, ühest kohast teise viima või tooma",exact
kandma,verb,"kui sa <b>kannad</b> näiteks riideid, jalanõusid või ehteid, siis need on su keha peal","(riiete seljas, jalatsite jalas, ehete vms küljesoleku kohta)",exact
kange,adjective,tugeva mõjuga,(aine kohta:) tugeva toimega,exact
kange,adjective,"kehaosade kohta: selline, mida on raske liigutada","paindumatu, puine, jäik (nii et liikumine või liigutamine on takistatud)",exact
kange,adjective,määralt väga suur,"selline, kes ei anna alla, visa ja kangekaelne",exact
kannatama,verb,"midagi rasket või ebameeldivat tundma, kogema või taluma","midagi rasket, ebameeldivat kogema või läbi elama",exact
kannatama,verb,kahjustada või viga saama,"kahjustada, viga saama",exact
kannatama,verb,rahulikult olema ja mitte vihaseks või närviliseks minema,kannatlikult ootama,exact
kannatus,noun,"vaimne või kehaline valu, häda","füüsiline või hingeline valu, häda, piin vms",exact
kannatus,noun,võime midagi taluda,"vastupidavus, meelekindlus kedagi või midagi taluda",exact
kaotama,verb,"kui sa oled millegi (ära) <b>kaotanud</b>, siis sa ei tea, kus see on",mingite asjaolude tõttu kaotsi minna laskma (hrl esemete kohta),exact
kaotama,verb,millestki ilma jääma (ka ajutiselt),olemasolevast ilma jääma,exact
kaotama,verb,"mängus, võistluses, sõjas vastasest nõrgem olema","(mängus, võitluses) vastas(t)ele alla jääma, võidetuks osutuma",exact
kaotus,noun,"see, kui keegi jääb kellestki või millestki ilma","millegi või kellegi kaotamine, millestki või kellestki ilmajäämine",exact
kaotus,noun,"see, kui keegi osutub vastasest nõrgemaks näiteks võistluses, mängus või sõjas","lüüasaamine, vastas(t)ele allajäämine (võitluses, võistluses)",exact
kapten,noun,"inimene, kes on kõige kõrgem juht laevas või lennukis",juhtiv ja vastutav isik laevas,broader
kapten,noun,"inimene, kes on kõige kõrgem juht laevas või lennukis",õhusõiduki või kosmoselaeva juht,broader
kapten,noun,"inimene, kes on võistkonna juht","võistkonna vm meeskonna vanem ning esindaja (nt spordis, mälumängus)",exact
kapuuts,noun,"mantli, jope või kampsuni osa, mis katab pea",ülerõiva küljes olev kotikujuline peakate,exact
kardin,noun,"riidest kate, mis ripub akna ees või mida saab akna ette tõmmata",akna ees vm rippuv hrl tekstiilkangast kate,exact
karistus,noun,"see, mida kellelegi tehakse või määratakse, kui ta on teinud midagi valesti või seadusevastast","kuriteo, üleastumise, halva käitumise vms puhul rakendatav kasvatus- või mõjutusvahend",exact
karjuma,verb,kõva häält tegema,valju (ebameeldivat) häält kuuldavale tooma,exact
karjuma,verb,kõva häälega rääkima või midagi hüüdma,"kõva, kõrgendatud häälega rääkima või midagi hüüdma",exact
karjäär,noun,teenistuse kulg ametikohalt ametikohale,tõus teenistuses või edu elus mingil alal,exact
karm,adjective,"range, mitte lahke","leebuseta, kaastundeta, kuulekust nõudev, eksimusi hukka mõistev",exact
karm,adjective,väga külm,"millegi poolest väga raske (taluda), raskete tingimustega",exact
karp,noun,tavaliselt kaanega väike madal papist kast,"väga erineva kujuga väike madalavõitu hrl kaanega varustatud papist, plekist või muust materjalist kastike (sageli on juurde arvatud ka selle sisu)",exact
kartma,verb,kellegi või millegi ees hirmu tundma,"hirmu, kartust tundma, kedagi või midagi pelgama, hirmul olema",exact
kartma,verb,"midagi halba, ebameeldivat arvama või oletama",midagi halba või ebameeldivat arvama või oletama,exact
kartul,noun,"tavaliselt pruuni koorega köögivili, mis kasvab maa all",selle mugul toiduna,exact
kartul,noun,"taim, mille küljes need viljad kasvavad",köögiviljana kasvatatav ümmarguste juuremugulatega üheaastane taim,exact
karusmari,noun,"suur ümmargune mari, mis kasvab põõsal ja on rohelist või lillat värvi",selle põõsa mari,exact
karusmari,noun,"põõsas, mille küljes need marjad kasvavad",aias kasvatatav ogadega marjapõõsas,exact
karv,noun,"üks pikkadest peenikestest asjadest, mis kasvab inimese või looma naha peal","loomade ja inimeste nahal kasvav niitjas sarvainest moodustis (inimestel ihu-, juukse- või habemekarv)",exact
karv,noun,looma karvad,karvkate (hrl loomal),exact
kask,noun,"puu, mille tüvel on valge koor",Eestis tavaline hrl valgetüvelise koorega lehtpuu (ka -põõsas),exact
kask,noun,see puu materjalina,kasepuu puit,exact
kast,noun,kõvade sirgete külgedega vahend asjade hoidmiseks ja transpordiks,puust vm materjalist täisnurkne mahuti asjade hoidmiseks ja transportimiseks,exact
kast,noun,nelja nurgaga kujund paberil,maapinnale või paberile joonistatud nelinurkne kujund,exact
kastan,noun,"pruun ümmargune kõva koorega vili, mis kasvab teatud puu otsas",selle vili,exact
kastan,noun,"suurte lehtedega puu, mille otsas need viljad kasvavad","sõrmetaoliste lehtedega ja ogalise kesta sees asuvate ümarate pruunide viljadega puu, Eestis ilupuuna parkides",exact
kastan,noun,see puu materjalina,selle puit,exact
kaste,noun,"paks vedelik, mida süüakse koos muu toiduga","vedel või poolvedel lisand, mis muudab toidu mahlasemaks ja maitsvamaks",exact
kastma,verb,taimedele vett andma,pinnast veega märjaks tegema,exact
kastma,verb,lühikeseks ajaks vedeliku sisse panema,lühikeseks ajaks vedeliku (harvemini mingi muu aine) sisse panema,exact
kasu,noun,majanduslik tulu,"millestki, millegi läbi saadav majanduslik tulu",exact
kasu,noun,"see, mis aitab, abi",soodus või kaasaaitav tegur,exact
kasukas,noun,väga soe karvane mantel,sissepoole või väljapoole pööratud karvaga karusnahast ülerõivas,exact
kasv,noun,"see, kui miski kasvab, suuremaks muutub","kasvamine, organismi ja ta osade massi ja mõõtmete suurenemine",exact
kasv,noun,inimese keha pikkus või suurus,"kehakasv, kogu (eriti pikkuses)",exact
kasvama,verb,"(organismide, nende osade kohta:) väiksemast suuremaks, pikemaks saama, (välja) arenema","(inimeste, loomade jt elusolendite kohta:) aja jooksul pikemaks ja suuremaks muutuma, välja arenema",exact
kasvama,verb,"leiduma, olema",(taimede kohta:) teatavas paigas esinema,exact
kasvama,verb,"(koguselt, arvult) suurenema","(arvuliselt, ulatuselt vm) suuremaks muutuma",exact
kasvataja,noun,"inimene, kelle töö on lapsi kasvatada ja õpetada",õpetamise ja kasvatamisega tegelev inimene (ka ametinimetusena),exact
kasvatama,verb,eluks ja arenguks vajalikke tingimusi looma,"põllukultuure, taimi viljelema või loomi pidama",broader
kasvatama,verb,eluks ja arenguks vajalikke tingimusi looma,"laste eest (vanemana, hooldajana) hoolitsema",broader
kasvatus,noun,"inimese, eriti laste ja noorte füüsilise ja vaimse arengu teadlik kujundamine","inimese, eriti laste ja noorte füüsilise ja vaimse arengu teadlik kujundamine",exact
kasvuhoone,noun,klaasist ehitis taimede kasvatamiseks,klaasist vm valgust läbilaskvast materjalist katuse ja seintega ehitis kultuurtaimede kasvatamiseks,exact
kate,noun,"mingi ese, materjal või aine, mis on teise asja peal, näiteks selle kaitseks","millegi pealmine, kattev või kaitsev kiht, materjal või ese",exact
kate,noun,"kui raha läheb millegi <b>katteks</b>, siis sellega makstakse laenu, võlgu vms","vajaduste või nõudmiste rahuldamiseks, millegi hüvituseks või korvamiseks",exact
katki,adverb,"mitmeks osaks, tükkideks","mitmeks osaks, tükkideks või kildudeks, mitte (enam) terveks",exact
katki,adverb,"rikkis, nii et ei tööta","(üldise olukorra, asjade seisu kohta:) halvasti, korrast ära, mitte nii, nagu peaks või võiks",exact
katki,adverb,"kehaosade kohta: vigastatud, murdunud","(ühenduses luumurru vm kehavigastusega:) (kergelt) vigastatud, murdunud",exact
katkine,adjective,"selline, mis on katki või korrast ära, pole enam terve","katki või korrast ära olev, mitte terve",exact
katse,noun,"see, kui proovitakse midagi teha või saavutada","püüe midagi teha, sooritada või saavutada",exact
katse,noun,"(teaduslik) tegevus, millega saadakse teada, mis teatud tingimustel juhtub või kas miski on tõsi",uurimise eesmärgil mingi nähtuse esilekutsumine või mõjustamine,exact
katse,noun,"võimete, teadmiste või oskuste kontroll",võimete või teadmiste ning oskuste kontroll,exact
katsetus,noun,"see, kui midagi proovitakse või katsetatakse",millegi katsetamine või proovimine,exact
katsuma,verb,"puudutama, tavaliselt käega või sõrmedega",käe või sõrmedega (harvem jalaga) puudutama,exact
katsuma,verb,"proovima, üritama","püüdma midagi teha, proovima mingit eesmärki, tulemust saavutada",exact
kaudu,adposition,kellegi abil või millegi vahendusel,"kellegi või millegi vahendusel, abil",exact
kaudu,adposition,mingist kohast läbi,"mingist kohast läbi (kuhugi minemisel, siirdumisel, kulgemisel)",exact
kaugele,adverb,pika vahemaa taha,pika vahemaa taha,exact
kaugus,noun,"vahemaa, distants",ruumiline või ajaline vahemaa millegi või kellegi vahel,exact
kaugus,noun,kaugel eemal asuv koht,"kaugel eemal asuv koht, kauge paik",exact
kaunis,adjective,väga kena,"välimuselt, kunstimeelega hinnates meeldiv, ilus (sageli <i>ilusast</i> pisut poeetilisem)",exact
kaup,noun,"asi või asjad, mis on mõeldud müügiks","asjad, mida ostetakse või müüakse",exact
kauplema,verb,mingit kaupa müüma,"(pidevalt) kaupu müüma või müügiks pakkuma, äri ajama",exact
kauplema,verb,"hinna, tingimuste või muu sellise üle vaidlema","hinna, tingimuste, tasu vm asjus tingima või vaidlema",exact
kava,noun,"plaan, mõte (midagi teha)","(algne, üldine) plaan või mõte midagi teha",exact
kava,noun,"see, mis mingil üritusel kindlas järjekorras toimub","kontserdi, peo vm (spordi)etenduse etteasted kindlas järjekorras",exact
kava,noun,"leht või lehed, kus on kirjas etenduse või kontserdi info, näiteks esinejate nimed","brošüür, voldik vms, mis tutvustab (teatri)etendust või kontserti ja selle esinejate koosseisu",exact
kaval,adjective,"selline, kes oskab olukorda osavalt enda huvides ära kasutada","olukordi enda huvides osavalt ärakasutav, millegi saavutamiseks leidlikult mitmesuguseid võtteid rakendav vms",exact
keegi,pronoun,"inimene või muu olend, kes pole täpselt teada",(lähemalt määratlemata isiku vm olendi kohta),exact
keegi,pronoun,iga üksik inimene,iga üksik,exact
keegi,pronoun,mitte ükski inimene,mitte ükski,exact
keel,noun,"pehme osa suu sees, mis liigub, kui sa räägid või sööd","inimese olulisim suhtlemisvahend, mis mõtete ja tunnete väljendamiseks kasutab sõnu ja väljendeid ning mida hoiab koos teatav struktuur ehk grammatika",exact
keel,noun,"sõnad, millega inimesed (mingis riigis) räägivad ja kirjutavad",pikk kitsas kaugele esileulatuv maa- vm riba,exact
keel,noun,traat teatud pillide küljes,(keelpillil:) üle kahe tugialuse pinguldatud häälestatav heliallikas,exact
keelama,verb,"kellelegi ütlema või ametlikult teatama, et teatud asja ei tohi teha","kellelegi ütlema, et see ei tohi midagi teha või et see midagi ei teeks, mitte lubama",exact
keema,verb,"kui mingi vedelik <b>keeb</b>, siis see on hästi kuum ja tekitab auru","(vedelike kohta:) nii tugevasti aurustuma, et vedeliku seest kerkib auru mullidena ka pinnale",exact
keema,verb,niisuguses vedelikus toidu valmistamise kohta,"(sellises vedelikus oleva tahke aine, samuti ka keedunõu kohta)",exact
keemia,noun,"teadus ainete koostisest, ehitusest ja omadustest","teadus, mis uurib ainete koostist, ehitust ja omadusi ning muundumise seadusi",exact
keerama,verb,midagi ümber teatud punkti või teisele küljele liigutama,midagi ümber keskpunkti või telje liigutama,exact
keerama,verb,asendit või suunda muutma,"endisest suunast kõrvale minema, liikumise suunda muutma",exact
keerama,verb,"midagi teatud asendisse, seisundisse seadma",(inimese vm elusolendi asendimuutusega ühenduses),exact
keeruline,adjective,"selline, mida on raske mõista või millele on raske lahendust leida","raskesti mõistetav või teostatav, rohkete erisuguste osiste või seostega",exact
keetma,verb,väga kuumas vedelikus mingit toitu või jooki valmistama,vedelikku või vedelikus olevat ainet keeda laskma (hrl toidu või joogi valmistamise kohta),exact
kehaline,adjective,inimese kehaga seotud,inimese kehasse puutuv,exact
kehv,adjective,"halb, vilets","(kehalise oleku, tervise, meelte kohta:) mitte päris terve, haiglane, vormist väljas",broader
kehv,adjective,"halb, vilets","omadustelt, kõlblikkuselt või tasemelt ebarahuldav, vähene või puudulik, seetõttu sobimatu (kasutamiseks, tegevuseks vms)",broader
kehv,adjective,"vähene, napp","omadustelt, kõlblikkuselt või tasemelt ebarahuldav, vähene või puudulik, seetõttu sobimatu (kasutamiseks, tegevuseks vms)",narrower
kelder,noun,"jahe ruum, mis asub tavaliselt maa all ja kus säilitatakse toite","hoone esimese korruse alune, harvemini majast eemale (pooleldi) maa sisse ehitatud säilitusruum",exact
kell,noun,"ese, mille pealt saab aega vaadata","mehaaniline või elektrooniline seade aja mõõtmiseks, mis hrl näitab tunde ja minuteid (nt osutitega numbrilaual või vahelduvate numbritega elektroonilisel ekraanil)",exact
kell,noun,"aeg, mida see ese näitab","aeg, mida see seade näitab",exact
kell,noun,"enamasti pirni kujuga metallist ese, millega saab heli tekitada","koonusja kujuga metallese, mille sees rippuva tila löökidest vastu korpust tekivad helid",exact
kenasti,adverb,meeldivalt,"ilusasti, meeldivalt",exact
kera,noun,ümmargune palli kujuga ese või kujund,ümmargune pallikujuline ese või moodustis,exact
kerge,adjective,"vähe kaaluv, väikese kaaluga","vähe kaaluv, väikese kaaluga",exact
kerge,adjective,"selline, mis nõuab vähest vaeva või toimub pingutuseta","vähe vaeva nõudev, lihtsalt, raskusteta sooritatav, saavutatav vms",exact
kerge,adjective,"mitte eriti tugev, vähese mõjuga",suhteliselt vähema kaalu või intensiivsusega,exact
kergelt,adverb,"vähesel määral, pisut, veidi","pisut, veidi, vähesel määral",exact
kergelt,adverb,vähese vaevaga,"lihtsalt, vähese vaevaga",exact
kergesti,adverb,"ruttu, kiiresti","lihtsalt, vähese vaevaga",related
kergesti,adverb,vähese vaevaga,"lihtsalt, vähese vaevaga",narrower
kerkima,verb,"(tasemelt) tõusma, kõrgemaks minema","ülespoole liikuma, kõrgemale tõusma",exact
kerkima,verb,"tekkima, ilmuma","tekkima, millekski arenema",exact
kerkima,verb,"tõusma, ülespoole liikuma","määralt või ulatuselt suurenema, kõrgemaks muutuma",exact
kes,pronoun,"sõna, mida kasutatakse küsimustes ja lausetes, et täpsustada inimese nime, ametit või midagi muud","küsiv-siduv sõna isikute, elusolendite kohta",exact
keset,adposition,mingi koha keskmises osas,"millegi keskosas, keskpunktis või keskel",exact
keset,adposition,"mingi ajavahemiku keskmises osas, millegi ajal","millegi toimumise keskpaiku, kestes või ajal",exact
keskaegne,adjective,5.–15. sajandist pärit,"keskajast pärit, sinna kuuluv või sellele omane",exact
keskel,adposition,mingi koha keskmises osas,"mingi ala, koha keskkohas",exact
keskel,adposition,mingi ajavahemiku keskmises osas,(ajaliselt:) millegi keskpaigas,exact
keskel,adposition,"kellegi seltskonnas, kellegagi koos","kellegi hulgas, kellegagi koos, seas",exact
keskelt,adposition,mingi koha keskmisest osast,"mingi ala, koha keskkohast",exact
keskelt,adposition,mingi ajavahemiku keskmisest osast,(ajaliselt:) millegi keskpaigast,exact
keskelt,adposition,"kellegi seltskonnast, kellegi hulgast","kellegi hulgast, kellegi seast",exact
keskharidus,noun,"haridus, mis võimaldab minna kõrgkooli edasi õppima",keskmise astme üldharidus (järgneb põhiharidusele ja võimaldab edasiõppimist kõrgkoolis),exact
keskkond,noun,"õhk, vesi, maa, loomad ja taimed inimese ümber","inimest, looma, taime ümbritsev loodus, ka muu aineline ümbrus",exact
keskkond,noun,"tingimused, olud, milles inimene elab","olud, milles inimene elab, kasvab ja areneb või millega ta kokku puutub",exact
keskkool,noun,"kool, mis annab keskhariduse","kool, mis annab keskhariduse",exact
keskmine,adjective,"selline, mis on kahe võrreldava omaduse (näiteks hea ja halva, kõrge ja madala, kerge ja raske) piiride vahel","omadustelt või näitajatelt kahe äärmuse (hea ja halva, suure ja väikese, raske ja kerge, kõrge ja madala vms) vahepealne",exact
keskmine,adjective,"asukoha poolest selline, et piirideni või äärteni jääb mõlemalt poolt sama palju ruumi","ruumiliselt või ajaliselt, vanuseliselt vahepeal olev,  keskkohas, keskel või vahel paiknev",exact
keskmine,adjective,keskmist (vaata <b>keskmine<sup>2</sup></b>) osutav või väljendav,seda taset väljendav või sellele osutav,exact
keskmiselt,adverb,keskmise arvestusega,(matemaatiliselt) keskmise arvestusega,exact
keskmiselt,adverb,keskmisel määral,"päris suurel määral, küllaltki palju",exact
keskpäev,noun,päeva keskmine osa,"päeva keskmine osa, hrl umbes kell 12",exact
kestma,verb,teatud ajalise pikkusega olema,"mingist ajamomendist alates üha edasi toimuma või esinema, teatava aja jätkuma",exact
kett,noun,rida üksteisega järjest kokku liidetud metallist rõngaid,üksteisega järjestikku liikuvalt ühendatud (metall)lülide kogum,exact
kett,noun,"teatud firma ühte liiki asutuste (näiteks hotellide, kaupluste) võrk",rühm samale omanikule või ühte organisatsiooni kuuluvaid ettevõtteid,exact
kevadine,adjective,kevadele omane,"kevadele omane, kevadega seostuv",exact
kibe,adjective,"ebameeldiva, teravalt mõru maitsega",teravalt mõru ja viha,exact
kibe,adjective,"raske, ebameeldiv","raske, ebameeldiv taluda, sisemiste läbielamistega, kibestumisega seotud",exact
kiik,noun,"rippuv iste, mille peal lapsed saavad õhus edasi-tagasi liikuda","postide külge kinnitatud võllilt allarippuvatest aistest või nööridest ja nende vahele kinnitatud lauast või laudadest koosnev kiikumisvahend (nt nöörkiik, külakiik)",exact
kiire,adjective,"selline, mis toimub või kulgeb lühikest aega, ruttu","ruttu, suure hooga, hoogsalt toimuv või kulgev",exact
kiire,adjective,"selline, et teeb midagi väga ruttu","midagi ruttu, kärmesti tegev või suuteline seda ruttu tegema, kärmas ja nobe",exact
kiire,adjective,"olukord, kus on vaja midagi kiiresti teha","pakiline, rutulist sooritamist nõudev",exact
kiirustama,verb,kiiresti kuhugi minema,"kiiresti, kiiruga kuhugi minema, kiiresti liikuma",exact
kiirustama,verb,kiiresti midagi tegema,"kiiresti, kiiruga midagi tegema, millegagi kiire olema",exact
kiitma,verb,"ütlema, et keegi või miski on tubli või hea","kellegi või millegi suhtes tunnustust, rahulolu avaldama, esiletõstvat hinnangut andma",exact
kiiver,noun,"kõva müts, mis kaitseb inimese pead","metallist, plastist või muust kõvemast materjalist kaitsev peakate",exact
kile,noun,"õhuke paindlik materjal, mis on sageli läbipaistev",õhuke painduv sünteetiline materjal,exact
kilo,noun,kaalu mõõtühik. Ühes kilos on 1000 grammi,"kilogramm, 1000 grammi",exact
kilogramm,noun,kaalu mõõtühik (lühend kg). Ühes kilogrammis on 1000 grammi,"massi mõõtühik, 1000 grammi, SI-süsteemi üks põhiühikuid",exact
