lemma,pos,sense_source,sense_target,semantic_relationship
anbringe,verb,"3) give (noget) en vis plads; stille, sætte, lægge osv. (på et sted).",1-lægge el. sætte noget et bestemt sted,exact
anbringe,verb,"3. 1 ) i egl. bet. At anbringe . . Kuglen i Canonen. VSO. I Gildestuen var Ildstedet sædvanligen anbragt på Gulvet. Molb.DH.I.122. Kerterne vare anbragte under blanke Skjolde på Væggene. Ing.EM.I.95. som når en Dreng anbringer en Serviet eller flere under Trøjen, når han skal have Prygl. Kierk.XII.323. (han) skyndte sig med at få spændt fra og anbragt Heste og Kjøretøj. Skand.BS.75. Jeg så' flygtigt en udstoppet Fugl hænge eller stå eller være anbragt henne på eller ved Væggen. Drakm.UB.97. m. person-obj. Så anbragte han sig i sin Skrivebordsstol med en Avis. Pont.LP.VIII.235.",1-lægge el. sætte noget et bestemt sted,exact
anbringe,verb,"3. 3 ) m. person - obj. (især i forb. som få (en) anbragt olgn.): skaffe passende ofoldssted til. Kierk. VI.240. du skulde vel ikke kende nogen Familie, hvor Hr. Rønnov kan få sin Søn anbragt, når han sætter ham i Skole. Hostr.E.II.6. Skand.F.197. skaffe beskæftigelse, ansættelse olgn. Disse to Ungersvende vilde han gerne have anbragt til sit eget ærlige Håndværk. Wint.IX.272. (sønnen,) som hun havde holdt på et Handelskontor i London og nu fået anbragt i Paris. Skand.O.II.262. jf.: Staten anbringer 1000 Embedsmænd, der med Selvofoldelsens Drift ere interesserede i, at Menneskene ikke fåe at vide, hvad Christendom er. Kierk.XIV. 119.","3-sørge for at nogen får plads på en institution, på et hospital, hos en plejefamilie e.l.",exact
anbringe,verb,"3. 4 ) om pengemidler: anvende (kapital) til køb af værdipapirer, indskud i forretningsforetagender osv. Nogle af disse gamle Skippere havde Halvdelen af deres Midler anbragt i rentable Rhederier. Drakm.STL.15. Min Fader havde anbragt en Del af Formuen uheldigt, og mistede de sidste Aar, han levede, betydelige Kapitaler. Esm.II.200.","4-sætte penge i et foretagende, værdipapirer e.l., ofte i forventning om at få en økonomisk gevinst",exact
kladde,noun,"2) det foreløbige ell. første udkast til noget skriftligt (i modsætn. til Renskrift ); konkept; ogs.: hæfte, bog olgn., hvori et sådant udkast indføres. Mot.K125. at renskrive, hvad ieg om Dagen hafde samlet sammen på Klade. Æreboe.50. Denne Fortælling var kun i Kladde. Man ved ikke, om Ingemann har villet tilføje (noget). Cit.1864.(Ing.EF.XIII.56). gennem Gisninger og Kladder og Tekster at oplyse et Værks Tilblivelseshistorie. Brandes.VII. 579. Du regner da vel ikke de fjollede Breve . . vi skriver først Kladde. KMik. LM.106. m. flg. præp. til ell.   af (Bagges.DV.X.105). Man ser, at Sidonie ikke nøjedes med at skrive Kladderne til Lovsangene over sig, men også gik Renskriften efter. Brandes.V.159. KMads.Marstrand.338. jf.: Indenfor Topsøes Forfatterskab har Fortællingen “Livsanskuelser” sit meste Værd som Kladde til “Dafne”. VilhAnd.VT.112.   spek.: regnskabsbog, hvori de poster, som ikke hører hjemme i kassebogen, foreløbigt indføres; kladdebog; memorial. Mot.K125. HandelsO.(1807).89. Hage. 4 1123. billedl.: Kierk.VI.17.","1-udkast til et skriftligt arbejde, fx en stil el. en artikel",exact
anbefale,verb,3) fremhæve noget som godt ell. hensigtsmæssigt.,1-foreslå (brugen af el. udførelsen af) noget idet man samtidig beskriver det som godt el. hensigtsmæssigt,broader
anbefale,verb,3) fremhæve noget som godt ell. hensigtsmæssigt.,2-tilråde en befolkning el. befolkningsgruppe at gøre noget bestemt ud fra sundhedsmæssige hensyn,broader
anbefale,verb,"3. 3 ) fremhæve som hensigtsmæssigt; foreslå; tilråde. min Moder . . anbefalede min Rektor, at give mig en god Produkt. Ew.VIII.44. klassisk Dannelse (var) jo nødvendig for en Billedhugger, eller i alt Fald meget at anbefale. JPJak.II.58. Han anbefalede at rejse et . . Telt på Vænget. Pont.FL. 208. jf. (sj.): (om) end en sådan Regel kunde anbefale sig (dvs.: være at tilråde) fra Foroldets Natur, er der dog ingen Hjemmel til at opstille den. Goos.I.262.",1-foreslå (brugen af el. udførelsen af) noget idet man samtidig beskriver det som godt el. hensigtsmæssigt,broader
anbefale,verb,"3. 3 ) fremhæve som hensigtsmæssigt; foreslå; tilråde. min Moder . . anbefalede min Rektor, at give mig en god Produkt. Ew.VIII.44. klassisk Dannelse (var) jo nødvendig for en Billedhugger, eller i alt Fald meget at anbefale. JPJak.II.58. Han anbefalede at rejse et . . Telt på Vænget. Pont.FL. 208. jf. (sj.): (om) end en sådan Regel kunde anbefale sig (dvs.: være at tilråde) fra Foroldets Natur, er der dog ingen Hjemmel til at opstille den. Goos.I.262.",2-tilråde en befolkning el. befolkningsgruppe at gøre noget bestemt ud fra sundhedsmæssige hensyn,broader
angst,noun,"2) følelse af beklemted ell. uro, som skyldes tanken på en truende (virkelig ell. indbildt) fare. (svagere udtr. end Skræk, Rædsel, noget stærkere end Frygt; Angst betegner desuden en mere umiddelbar, ureflekteret følelse end Frygt i dagl. tale udtrykkes det til Angst svarende begreb ofte hellere ved hjælp af adj. bange ). Ak jeg døer af Angst og Forskrækkelse. Holb. HP.II.6. * Jeg aldrig lyve gider | Af Angest for at lyve snavs. Bagges.ComF. 173. Jeg har Angest for det! . . jeg tør ikke stige ned! HCAnd.VIII.153. Begrebet Angest . . er aldeles forskelligt fra Frygt og lignende Begreber, der referere sig til noget bestemt. Kierk.IV.313. den knugende Angst for en . . fattig Alderdom gjorde hans Hjerte ømt imod hans arme Hustru. Goldskm.Hjl.II.664. hans Aasyn og forandrede Ansigtsfarve gav tilkende den Angst, som var i hans Sjæl (Chr. VI: hvor såre bange hand var i hiertet ). 2Makk.3.16. alle bevidste Væsener . . fare sammen med en Følelse af Angst . . ved stærke og pludselige Lys- og Lydindtryk. Høffd.Psyk. 5 299. Frygten for Døden, Angsten for at det skal høre op. JVJens.NV.56. (neurastenikeren) lever i en stadig Angst for kommende Ulykker. Panum.491. jeg har gået (været,  svævet) i den dødeligste angst for dig (dvs.: for at der skulde være tilstødt dig noget)   jf. Gylb.XII.67. sætte i angst, (l. br.) gøre bange. Hrz.VII.322.   i forb. angstens sved (jf. Angstsved ). * Snart Tænderne klappred af Kuld i min Mund, | Snart svedte jeg Angestens Sved. Wilst. D.III.1. Hejb.Poet.VI.220. En pludselig Skræk kan . . slappe Svedkirtlerne og få dem til at udtømme deres Indhold. Man sveder da “Angstens Sved”. Pol. 2 / 8 1911.4. jf.: * Hør dem alle, som dig bede, | Trøst dem, som i Angest svede. SalmHj. 60.3. dødsens angst, egl. frygt for døden (jf. Dødsangst samt: * Men har fra Dødens Angst du løst min Sjæl, | Da viis mig Vej til Underverdnens Dronning. PalM.(1909).I.142); overordentlig stærk (“dødelig”) angst. Jeg har været i Dødsens Angest denne Nat. Holb.KR.III.5. jeg har indladt mig i en Spekulation med et Huus i Amsterdam, hvorover jeg gåer i Dødsens Angst. Gylb.XII.64. Wint. VIII.240. Man farer tidligt op om Morgenen (når man skal med toget), står i Dødsens Angst for ikke at få Tøjet med. EBrand.Bes.20.   (l. br.) i flt., om gentagne anfald af angst. * Fuld af alle de Smerter og Angester, som kunne føles af usalige Siele. JSned.I.132. * Da måtte Anger knuge nu min Sjæl, | Og Angester omspænde mine Dage. Grundtv.PS.II. 501 (jf. bet. 1 ). Datteren (måtte) skrive Broderen til, hvad hans Moder følte for Angster for ham. Sibb.II.48. en Lænke . . af bange Anelser, af uforklarede Angester. Kierk.I.18. smst. III.289.XII.143. (hun gennemgik) de forfærdeligste Angester for Helvedstraffene. FruHejb.(Gylb.I.13). Bang.F.51. ThøgLars.BB.49.","1-(vedvarende) ubehagelig, negativ følelse ved tanken om noget uønsket el. ubehageligt der ofte er svært at definere el. forklare",exact
veksle,verb,"1) (undertiden m. overgang til bet. 2 ) som udtr. for forandring, ændring, variation.","2-ændre sig med tiden; være forskellig fra sted til sted, fra tilfælde til tilfælde, e.l.",broader
veksle,verb,"1. 2 ) intr.: d. s. s. III. skifte 2. 2. * Verden veksler fage | Og det er Lykkens Spil at give og at tage. Skandrup.B3. r * Vi (dvs.: alferne) længes efter den faldne Jord, | Hvor Alting veksler, hvor Intet beståer. Hejb.Poet.II.33. hans Ansigtsfarve vekslede flere Gange. Hauk.V.376. Vognhjulene drejede, det Fjerne blev nær, lagt bagved; Egnen vekslede som Skyerne veksle. HCAnd.(1919).V.141. De har . . aflagt forklaringer, der har vekslet en del. Salikat. Kaj Munks mordere.(1949).5. (jf. u. Vekselform 1; sprogv.:) Et Verbum “fryse” hed i gamle Dage med den Vernerske Vekslen: friusan (fryse) fraus (jeg frøs) frurum (vi frøs) froren (frossen). Jesp.(Tilsk.1897.9). om sindstilstand, især i udtr. for lunefuldhed. * Drivskyen veksler ej så snart, som Mandens Hu. Oehl.XXX.158. Menneskets Tanker og Følelser veksle bestandigt. Gylb.Novel.II.77. Hans Stemning havde vekslet, og han var igen bleven munter. Bang.Udv.14. (jf. bet. 2. 2 ) om tidsforold. mærkbart greb denne Vekslen af Aaret ind . . i hans egen Tilværelse. JVJens.TL.106. Din Nåde og Barmhjertighed omskifter ikke i Tidernes Vekslen. Kierk.X.275. m. efterfølgende præp.- led, navnlig styret af i. (ofte i udtr. for farvespil). Roserne vekslede i Duft, Form og Farve. HCAnd.(1919).II.340. jeg må være forberedt på at se Benet veksle med alle Regnbuens Farver (dvs.: efter et slag). sa.BC. IV.58. B.s Ærme veksler i gult og gråt og blåt. Wansker.R.70. part. vekslende anv. som adj. * Livets de vekslende Kår. Bagges.IV.230. vi ståe ved Bredden af en Flod, og . . betragte dette på engang så vekslende og så ensformige Skuespil. Mynst.Betr.II.323. Makrelen . . synes at optræde i meget vekslende Mængder i de forskellige Aar. Dreksel.Saltvfisk.125. populære Foredrag over vekslende Æmner. Skarling.Rejsestudier.(1892).154. jf.: Skriveren er meget vekslende i Brugen af å og oo for opr. ā. LJak.RH.127. vekslende skæbne(r), se Skæbne 2. 2 slutn. vekslende vejr(lig), se Vejr 8 . 1 slutn., I. Vejrlig 2. 2. jf. Vekselfeber : Finder der til visse Tider . . en Aftagen Sted, uden at Temperaturen dog bliver nogenlunde normal, da er Feberen vekslende, remitterende. Panum.202. vekslende fyr, (fagl., nu sj.) d. s. s. skiftende fyr (se III. skifte 2. 2 slutn.). OrdbS. – substantivisk: * af det Vekslende hvad veksler tiest? PalM. U.213. de Sørgende, hvis Tanke søgte at trænge gennem det Vekslende til det Blivende. Kierk.III.39.","2-ændre sig med tiden; være forskellig fra sted til sted, fra tilfælde til tilfælde, e.l.",exact
veksle,verb,"2) som udtr. for, at noget afløser, træder i stedet for noget andet.","7-skifte mellem el. afløses af forskellige aktiviteter, fænomener el. genstande",exact
veksle,verb,"2. 2 ) intr.: d. s. s. III. skifte 3. 2. da Sorg og Frygt og Håb således have vekslet og endnu veksle i Menneskenes Bryst. Mynst.Præd.I.480. Rødme og Bleghed vekslede på hendes Kinder. Bukh.UH.114. om tidsforold: * mange Døgn skal veksle over Hledre, | Før (osv.). Oehl.V. 229. * Nat og Dag kan veksle her i Bjerget, | Uagtet man det ikke mærker. Hauk.SK.80. JVJens.Di.13. i forb. m. præp.-led; dels styret af med: Belmørke og blændende Lysglimt vekslede med hinanden. Blik.(1920). XIV.214. * I fjorten Dage veksled Fest med Fest. PalM.T.2. Prosa veksler med Poesi (dvs.: i et håndskrift). OFriis.Litt.143. jf. (m. subj.-skifte): hans Ansigt vekslede med Lys og Skygge ligesom Havet på en skyfuld . . Dag. ThomLa.EL.13. Havene veksler med Ebbe og Flod. Erl Krist.DH.186. om tidsafsnit: * Med Nat må Dagen veksle. Oehl. XXIX.177. * Vinter veksler med Vår. Hauk.SD.II.122. dels styret af mellem: (en) passende Vekslen mellem Afgrøderne. LandbO.IV.526. (krikanden) veksler . . Morgen og Aften mellem de ferske og salte Vande. NaturensV.1916.260. part. vekslende anv. som adj. (ell. (l. br.) adv.). de højadelige Mænd og Fruer, de vekslende Slægter, som boede derinde. HCAnd.(1919). III.348. Han prøvede et Par Gange vekslende at rejse og lægge sig. SMik.Æb.129. de vekslende Redaktører af Nye Tidender. BilleskovJ.H.II.108. – om tidsrum: * Tiden på flygtende Bølger os bringer | Vekslende Dage med Sorg og med Lyst. Hejb.Poet.IX. 268. Vekslende Tider. MHenkkel.(bogtitel. 1900). OFriis.Litt.223.",5-afløse hinanden; træde i hinandens sted,exact
veksle,verb,"3. 1 ) i al alm. Mot.V96. Subjektet og et Consubjekt kan veksle Sted med hinanden uden Meningens . . Forandring. Høysg.S. Aa3. r “dette Tegn (på trofast venskab) beståer deri, at man veksler Bægrene!” og med disse Ord greb jeg hurtigt hans eget Glas og bød ham . . at tage mit. Wint. VIII.223. PEMüll. 3 138f. veksle avis olgn., (gldgs.) holde en avis i fællesskab med en anden (andre) og lade den gå videre efter læsningen. Cit.1908. (Nye Vrøvleblade.Nr.8. (1910).12). NatTid. 7 / 7 1944.6.sp.5. m. h. t. beklædningsgenstande olgn. Frits bad ham . . veksle Klæder med sig. PMøll.(1855).II. 68. veksle ringe, se I. Ring 1. 1. (jf. sammen 1 slutn.) m. tilføjet (pleonastisk) sammen. skulde vi en enkelt Gang . . veksle en Toddy for meget sammen. Skand.UM.297. se ogs. u. bet. 3. 3.",5-afløse hinanden; træde i hinandens sted,exact
veksle,verb,"3. 2 ) i udtr. for voldsom handlemåde, brug af vold olgn. Veksle ørefigen. Mot.V97. især i udtr. for at løsne skud mod, beskyde hinanden (spek.: duellere på pistoler): veksle kugler (se I. Kugle 2 ) ell. (nu især; ) skud (med en): * Nu rykker Hær mod Hær; nu veksles Skud mod Skud. Nord Brun.Jon.52. VSO.VI.452.VIII. 263. forpostkæderne vekslede nogle enkelte skud (med hinanden), men ellers var alt roligt  ",6-gensidigt foretage den samme form for aktivitet,narrower
